Timestamp,AccX,AccY,AccZ,AsX,AsY,AsZ,HX,HY,HZ,AngX,AngY,AngZ
2025-09-03 22:29:35.684193,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.876,-46.28,0.873,2.899,-175.569
2025-09-03 22:29:35.704610,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.915,-46.254,0.872,2.899,-175.573
2025-09-03 22:29:35.724733,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.889,-46.241,0.871,2.899,-175.576
2025-09-03 22:29:35.744811,-0.05,0.014,0.999,0.0,0.0,-0.122,16.926,5.915,-46.254,0.87,2.899,-175.58
2025-09-03 22:29:35.765061,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.902,-46.241,0.869,2.899,-175.583
2025-09-03 22:29:35.785605,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.889,-46.241,0.868,2.899,-175.586
2025-09-03 22:29:35.805616,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.824,-46.241,0.867,2.899,-175.59
2025-09-03 22:29:35.825852,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.876,-46.228,0.866,2.898,-175.593
2025-09-03 22:29:35.846029,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.902,-46.241,0.866,2.898,-175.597
2025-09-03 22:29:35.866529,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.902,-46.28,0.865,2.898,-175.6
2025-09-03 22:29:35.886526,-0.05,0.014,0.999,0.0,0.0,-0.183,17.004,5.902,-46.241,0.864,2.898,-175.604
2025-09-03 22:29:35.906650,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.85,-46.241,0.863,2.898,-175.607
2025-09-03 22:29:35.927023,-0.05,0.014,0.999,0.0,0.0,-0.122,16.952,5.85,-46.228,0.863,2.898,-175.611
2025-09-03 22:29:35.947273,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.863,-46.241,0.862,2.898,-175.614
2025-09-03 22:29:35.967397,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.876,-46.267,0.861,2.898,-175.618
2025-09-03 22:29:35.987646,-0.05,0.014,0.999,0.0,0.0,-0.122,17.004,5.889,-46.254,0.86,2.898,-175.621
2025-09-03 22:29:36.007891,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.902,-46.228,0.859,2.898,-175.624
2025-09-03 22:29:36.028139,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.889,-46.241,0.859,2.897,-175.628
2025-09-03 22:29:36.048538,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.85,-46.254,0.858,2.897,-175.631
2025-09-03 22:29:36.068583,-0.05,0.014,0.999,0.0,0.0,-0.122,17.043,5.824,-46.228,0.857,2.897,-175.635
2025-09-03 22:29:36.088955,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.824,-46.241,0.857,2.897,-175.638
2025-09-03 22:29:36.109204,-0.05,0.014,0.999,0.0,0.0,-0.122,16.978,5.876,-46.241,0.856,2.897,-175.642
2025-09-03 22:29:36.129577,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.889,-46.241,0.856,2.897,-175.645
2025-09-03 22:29:36.149579,-0.05,0.014,0.999,0.0,0.0,-0.122,16.991,5.928,-46.241,0.855,2.897,-175.648
2025-09-03 22:29:36.169700,-0.05,0.014,0.999,0.0,0.0,-0.122,16.965,5.85,-46.254,0.854,2.897,-175.652
2025-09-03 22:29:36.189948,-0.05,0.014,1.0,0.0,0.0,-0.122,16.991,5.85,-46.228,0.854,2.897,-175.655
