MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
3415964052714,3415962052714,3415.964052714,3415.962052714,-0.099,0.044,0.992,2.258,50.415,-2.502
3415974058520,3415972058520,3415.97405852,3415.97205852,-0.099,0.044,0.992,2.625,56.824,-2.991
3415984048283,3415982048283,3415.984048283,3415.982048283,-0.099,0.044,0.992,2.869,61.401,-3.296
3415994513459,3415992513459,3415.994513459,3415.992513459,-0.099,0.044,0.992,2.991,63.599,-3.479
3416005170840,3416003170840,3416.00517084,3416.00317084,-0.099,0.044,0.992,2.869,63.11,-3.479
3416015080105,3416013080105,3416.015080105,3416.013080105,-0.099,0.044,0.992,2.686,59.326,-3.235
3416025003952,3416023003952,3416.025003952,3416.023003952,-0.099,0.044,0.992,2.38,53.284,-2.93
3416035075382,3416033075382,3416.035075382,3416.033075382,-0.099,0.044,0.992,2.014,44.861,-2.502
3416046046010,3416044046010,3416.04604601,3416.04404601,-0.099,0.044,0.992,1.526,34.424,-1.953
3416056050649,3416054050649,3416.056050649,3416.054050649,-0.099,0.044,0.992,0.916,21.118,-1.16
3416065968372,3416063968372,3416.065968372,3416.063968372,-0.077,0.043,0.99,0.366,8.484,-0.488
3416076009176,3416074009176,3416.076009176,3416.074009176,-0.077,0.043,0.99,-0.122,-3.845,0.0
3416087053887,3416085053887,3416.087053887,3416.085053887,-0.077,0.043,0.99,-0.61,-15.442,0.61
3416097080984,3416095080984,3416.097080984,3416.095080984,-0.077,0.043,0.99,-1.099,-26.978,1.16
3416107256829,3416105256829,3416.107256829,3416.105256829,-0.077,0.043,0.99,-1.526,-36.133,1.648
3416117109219,3416115109219,3416.117109219,3416.115109219,-0.077,0.043,0.99,-1.831,-43.579,2.075
3416127048525,3416125048525,3416.127048525,3416.125048525,-0.077,0.043,0.99,-2.075,-49.133,2.319
3416138113944,3416136113944,3416.138113944,3416.136113944,-0.077,0.043,0.99,-2.319,-52.979,2.563
3416148106916,3416146106916,3416.148106916,3416.146106916,-0.077,0.043,0.99,-2.441,-53.955,2.686
3416158065763,3416156065763,3416.158065763,3416.156065763,-0.077,0.043,0.99,-2.441,-52.551,2.563
3416169109307,3416167109307,3416.169109307,3416.167109307,-0.077,0.043,0.99,-2.258,-48.889,2.38
3416179125612,3416177125612,3416.179125612,3416.177125612,-0.077,0.043,0.99,-1.892,-42.297,1.953
3416189110709,3416187110709,3416.189110709,3416.187110709,-0.077,0.043,0.99,-1.526,-34.424,1.526
3416199064890,3416197064890,3416.19906489,3416.19706489,-0.164,0.045,0.995,-1.099,-25.33,1.099
3416210106101,3416208106101,3416.210106101,3416.208106101,-0.164,0.045,0.995,-0.61,-15.32,0.671
3416220108698,3416218108698,3416.220108698,3416.218108698,-0.164,0.045,0.995,-0.122,-3.296,0.061
3416230125586,3416228125586,3416.230125586,3416.228125586,-0.164,0.045,0.995,0.305,7.629,-0.488
3416240160849,3416238160849,3416.240160849,3416.238160849,-0.164,0.045,0.995,0.793,18.066,-0.977
3416251133227,3416249133227,3416.251133227,3416.249133227,-0.164,0.045,0.995,1.221,27.222,-1.465
3416261109575,3416259109575,3416.261109575,3416.259109575,-0.164,0.045,0.995,1.648,35.278,-1.892
3416271163504,3416269163504,3416.271163504,3416.269163504,-0.164,0.045,0.995,1.953,40.771,-2.197
3416281141602,3416279141602,3416.281141602,3416.279141602,-0.164,0.045,0.995,2.136,44.006,-2.441
3416292062355,3416290062355,3416.292062355,3416.290062355,-0.164,0.045,0.995,2.136,44.8,-2.563
3416302127951,3416300127951,3416.302127951,3416.300127951,-0.164,0.045,0.995,2.014,42.847,-2.502
3416312134923,3416310134923,3416.312134923,3416.310134923,-0.164,0.045,0.995,1.77,38.513,-2.258
3416327002174,3416325002174,3416.327002174,3416.325002174,-0.072,0.043,0.989,1.465,31.982,-1.892
3416333524060,3416331524060,3416.33352406,3416.33152406,-0.072,0.043,0.989,1.099,23.682,-1.465
3416342947705,3416340947705,3416.342947705,3416.340947705,-0.072,0.043,0.989,0.61,13.123,-0.916
3416352970427,3416350970427,3416.352970427,3416.350970427,-0.072,0.043,0.989,0.122,2.747,-0.366
3416362966024,3416360966024,3416.362966024,3416.360966024,-0.072,0.043,0.989,-0.244,-7.69,0.122
3416372917580,3416370917580,3416.37291758,3416.37091758,-0.072,0.043,0.989,-0.671,-17.761,0.61
3416383967832,3416381967832,3416.383967832,3416.381967832,-0.072,0.043,0.989,-1.099,-27.771,1.16
3416393960804,3416391960804,3416.393960804,3416.391960804,-0.072,0.043,0.989,-1.526,-35.645,1.526
3416404132274,3416402132274,3416.404132274,3416.402132274,-0.072,0.043,0.989,-1.831,-42.053,1.892
3416415134110,3416413134110,3416.41513411,3416.41313411,-0.072,0.043,0.989,-2.136,-46.814,2.136
3416425064666,3416423064666,3416.425064666,3416.423064666,-0.072,0.043,0.989,-2.319,-49.866,2.319
3416435066097,3416433066097,3416.435066097,3416.433066097,-0.072,0.043,0.989,-2.319,-50.354,2.38
3416445117401,3416443117401,3416.445117401,3416.443117401,-0.072,0.043,0.989,-2.136,-48.462,2.319
3416455114457,3416453114457,3416.455114457,3416.453114457,-0.141,0.045,0.998,-1.953,-44.434,2.258
3416466062627,3416464062627,3416.466062627,3416.464062627,-0.141,0.045,0.998,-1.648,-37.415,2.136
3416481663411,3416479663411,3416.481663411,3416.479663411,-0.141,0.045,0.998,-1.282,-28.687,1.526
3416488095465,3416486095465,3416.488095465,3416.486095465,-0.141,0.045,0.998,-0.793,-17.212,1.099
3416500111706,3416498111706,3416.500111706,3416.498111706,-0.141,0.045,0.998,-0.061,-2.014,0.122
3416510124803,3416508124803,3416.510124803,3416.508124803,-0.141,0.045,0.998,0.427,10.132,-0.427
3416520077817,3416518077817,3416.520077817,3416.518077817,-0.141,0.045,0.998,0.916,21.973,-1.099
3416531046987,3416529046987,3416.531046987,3416.529046987,-0.141,0.045,0.998,1.404,32.959,-1.648
3416541013126,3416539013126,3416.541013126,3416.539013126,-0.141,0.045,0.998,1.953,43.579,-2.197
3416551103513,3416549103513,3416.551103513,3416.549103513,-0.141,0.045,0.998,2.38,51.575,-2.625
3416561062069,3416559062069,3416.561062069,3416.559062069,-0.141,0.045,0.998,2.686,57.8,-2.991
3416572122821,3416570122821,3416.572122821,3416.570122821,-0.141,0.045,0.998,2.93,62.134,-3.296
3416582103835,3416580103835,3416.582103835,3416.580103835,-0.062,0.043,0.989,2.991,63.965,-3.479
3416592114599,3416590114599,3416.592114599,3416.590114599,-0.062,0.043,0.989,2.869,62.744,-3.479
3416603088143,3416601088143,3416.603088143,3416.601088143,-0.062,0.043,0.989,2.625,58.838,-3.235
3416618560013,3416616560013,3416.618560013,3416.616560013,-0.062,0.043,0.989,2.319,51.697,-2.93
3416624855568,3416622855568,3416.624855568,3416.622855568,-0.062,0.043,0.989,1.892,41.504,-2.441
3416637070723,3416635070723,3416.637070723,3416.635070723,-0.062,0.043,0.989,1.16,26.001,-1.526
3416647426816,3416645426816,3416.647426816,3416.645426816,-0.062,0.043,0.989,0.549,12.39,-0.793
3416657192291,3416655192291,3416.657192291,3416.655192291,-0.062,0.043,0.989,0.0,-1.526,-0.061
3416667168763,3416665168763,3416.667168763,3416.665168763,-0.062,0.043,0.989,-0.61,-15.259,0.549
3416678074767,3416676074767,3416.678074767,3416.676074767,-0.062,0.043,0.989,-1.221,-29.297,1.282
3416688068031,3416686068031,3416.688068031,3416.686068031,-0.062,0.043,0.989,-1.709,-40.833,1.892
3416698067419,3416696067419,3416.698067419,3416.696067419,-0.062,0.043,0.989,-2.136,-50.842,2.38
3416708068558,3416706068558,3416.708068558,3416.706068558,-0.137,0.045,0.994,-2.502,-58.96,2.808
3416719113268,3416717113268,3416.719113268,3416.717113268,-0.137,0.045,0.994,-2.93,-65.308,3.174
3416729065699,3416727065699,3416.729065699,3416.727065699,-0.137,0.045,0.994,-3.113,-68.298,3.357
3416739016964,3416737016964,3416.739016964,3416.737016964,-0.137,0.045,0.994,-3.174,-68.481,3.357
3416750066341,3416748066341,3416.750066341,3416.748066341,-0.137,0.045,0.994,-2.93,-65.796,3.174
3416760062521,3416758062521,3416.760062521,3416.758062521,-0.137,0.045,0.994,-2.625,-60.242,2.93
3416770096326,3416768096326,3416.770096326,3416.768096326,-0.137,0.045,0.994,-2.38,-52.979,2.686
3416781064621,3416779064621,3416.781064621,3416.779064621,-0.137,0.045,0.994,-1.892,-42.48,2.197
3416791066343,3416789066343,3416.791066343,3416.789066343,-0.137,0.045,0.994,-1.404,-30.823,1.587
3416802079553,3416800079553,3416.802079553,3416.800079553,-0.137,0.045,0.994,-0.732,-16.357,0.977
3416812068151,3416810068151,3416.812068151,3416.810068151,-0.137,0.045,0.994,-0.061,-2.625,0.061
3416823089236,3416821089236,3416.823089236,3416.821089236,-0.137,0.045,0.994,0.488,10.925,-0.61
3416833075500,3416831075500,3416.8330755,3416.8310755,-0.116,0.044,0.993,1.16,24.902,-1.404
3416844050503,3416842050503,3416.844050503,3416.842050503,-0.116,0.044,0.993,1.648,36.255,-2.014
3416854069725,3416852069725,3416.854069725,3416.852069725,-0.116,0.044,0.993,2.075,46.509,-2.563
3416864063280,3416862063280,3416.86406328,3416.86206328,-0.116,0.044,0.993,2.441,53.528,-2.93
3416875066574,3416873066574,3416.875066574,3416.873066574,-0.116,0.044,0.993,2.747,58.228,-3.113
3416885062755,3416883062755,3416.885062755,3416.883062755,-0.116,0.044,0.993,2.869,59.631,-3.235
3416896064882,3416894064882,3416.896064882,3416.894064882,-0.116,0.044,0.993,2.808,57.8,-3.235
3416906101021,3416904101021,3416.906101021,3416.904101021,-0.116,0.044,0.993,2.502,52.612,-2.991
3416917112773,3416915112773,3416.917112773,3416.915112773,-0.116,0.044,0.993,2.014,44.189,-2.502
3416927077162,3416925077162,3416.927077162,3416.925077162,-0.116,0.044,0.993,1.404,32.104,-1.709
3416938113998,3416936113998,3416.938113998,3416.936113998,-0.116,0.044,0.993,0.793,19.409,-0.916
3416948048054,3416946048054,3416.948048054,3416.946048054,-0.116,0.044,0.993,0.122,4.822,0.0
3416958085067,3416956085067,3416.958085067,3416.956085067,-0.062,0.043,0.99,-0.427,-8.057,0.854
3416969098861,3416967098861,3416.969098861,3416.967098861,-0.062,0.043,0.99,-0.916,-20.691,1.465
3416979080167,3416977080167,3416.979080167,3416.977080167,-0.062,0.043,0.99,-1.343,-30.457,1.77
3416990088419,3416988088419,3416.990088419,3416.988088419,-0.062,0.043,0.99,-1.709,-39.001,2.075
3417000143807,3416998143807,3417.000143807,3416.998143807,-0.062,0.043,0.99,-2.014,-44.556,2.258
3417011065727,3417009065727,3417.011065727,3417.009065727,-0.062,0.043,0.99,-2.258,-47.913,2.563
3417021001533,3417019001533,3417.021001533,3417.019001533,-0.062,0.043,0.99,-2.258,-48.218,2.319
3417032011827,3417030011827,3417.032011827,3417.030011827,-0.062,0.043,0.99,-2.075,-45.959,2.197
3417042062257,3417040062257,3417.042062257,3417.040062257,-0.062,0.043,0.99,-1.831,-40.527,1.953
3417052058438,3417050058438,3417.052058438,3417.050058438,-0.062,0.043,0.99,-1.465,-33.386,1.648
3417063044815,3417061044815,3417.063044815,3417.061044815,-0.062,0.043,0.99,-0.977,-23.315,1.16
3417073090579,3417071090579,3417.073090579,3417.071090579,-0.062,0.043,0.99,-0.488,-12.756,0.549
3417084060623,3417082060623,3417.084060623,3417.082060623,-0.13,0.045,0.998,0.0,-0.488,0.122
3417094105220,3417092105220,3417.09410522,3417.09210522,-0.13,0.045,0.998,0.427,10.62,-0.549
3417110223707,3417108223707,3417.110223707,3417.108223707,-0.13,0.045,0.998,0.977,22.278,-0.977
3417115047403,3417113047403,3417.115047403,3417.113047403,-0.13,0.045,0.998,1.404,31.86,-1.648
3417125046292,3417123046292,3417.125046292,3417.123046292,-0.13,0.045,0.998,1.831,39.978,-2.075
3417136094211,3417134094211,3417.136094211,3417.134094211,-0.13,0.045,0.998,2.197,46.57,-2.258
3417146030017,3417144030017,3417.146030017,3417.144030017,-0.13,0.045,0.998,2.441,50.11,-2.747
3417156106988,3417154106988,3417.156106988,3417.154106988,-0.13,0.045,0.998,2.441,50.72,-2.869
3417166065544,3417164065544,3417.166065544,3417.164065544,-0.13,0.045,0.998,2.258,48.279,-2.747
3417176063182,3417174063182,3417.176063182,3417.174063182,-0.13,0.045,0.998,1.953,43.03,-2.502
3417186063154,3417184063154,3417.186063154,3417.184063154,-0.13,0.045,0.998,1.587,35.034,-2.075
3417196079168,3417194079168,3417.196079168,3417.194079168,-0.13,0.045,0.998,1.099,24.902,-1.465
3417206080307,3417204080307,3417.206080307,3417.204080307,-0.13,0.045,0.998,0.61,13.489,-0.793
3417216063362,3417214063362,3417.216063362,3417.214063362,-0.07,0.043,0.99,0.061,1.892,-0.183
3417227074240,3417225074240,3417.22707424,3417.22507424,-0.07,0.043,0.99,-0.366,-9.033,0.305
3417237057587,3417235057587,3417.237057587,3417.235057587,-0.07,0.043,0.99,-0.793,-18.86,0.854
3417247060476,3417245060476,3417.247060476,3417.245060476,-0.07,0.043,0.99,-1.099,-26.978,1.282
3417257063948,3417255063948,3417.257063948,3417.255063948,-0.07,0.043,0.99,-1.465,-33.63,1.831
3417267075294,3417265075294,3417.267075294,3417.265075294,-0.07,0.043,0.99,-1.648,-37.048,1.831
3417277081391,3417275081391,3417.277081391,3417.275081391,-0.07,0.043,0.99,-1.77,-37.659,1.892
3417287063572,3417285063572,3417.287063572,3417.285063572,-0.07,0.043,0.99,-1.648,-35.461,1.77
3417297059461,3417295059461,3417.297059461,3417.295059461,-0.07,0.043,0.99,-1.465,-30.64,1.526
3417307068474,3417305068474,3417.307068474,3417.305068474,-0.07,0.043,0.99,-1.099,-23.438,1.099
3417317052988,3417315052988,3417.317052988,3417.315052988,-0.07,0.043,0.99,-0.671,-14.404,0.549
3417327060252,3417325060252,3417.327060252,3417.325060252,-0.07,0.043,0.99,-0.122,-4.517,0.0
3417337054974,3417335054974,3417.337054974,3417.335054974,-0.136,0.045,0.996,0.305,5.188,-0.427
3417347065737,3417345065737,3417.347065737,3417.345065737,-0.136,0.045,0.996,0.732,14.221,-0.916
3417358061157,3417356061157,3417.358061157,3417.356061157,-0.136,0.045,0.996,1.099,22.034,-1.282
3417368061712,3417366061712,3417.368061712,3417.366061712,-0.136,0.045,0.996,1.404,28.076,-1.648
3417378090267,3417376090267,3417.378090267,3417.376090267,-0.136,0.045,0.996,1.587,32.104,-1.953
3417388058156,3417386058156,3417.388058156,3417.386058156,-0.136,0.045,0.996,1.587,32.715,-2.014
3417398096336,3417396096336,3417.398096336,3417.396096336,-0.136,0.045,0.996,1.465,30.09,-1.892
3417408051100,3417406051100,3417.4080511,3417.4060511,-0.136,0.045,0.996,1.16,24.292,-1.587
3417418056906,3417416056906,3417.418056906,3417.416056906,-0.136,0.045,0.996,0.793,15.747,-1.099
3417428074961,3417426074961,3417.428074961,3417.426074961,-0.136,0.045,0.996,0.244,5.371,-0.427
3417438066183,3417436066183,3417.438066183,3417.436066183,-0.136,0.045,0.996,-0.183,-5.554,0.122
3417448057113,3417446057113,3417.448057113,3417.446057113,-0.136,0.045,0.996,-0.671,-15.991,0.671
3417458066127,3417456066127,3417.458066127,3417.456066127,-0.136,0.045,0.996,-1.038,-25.33,1.099
3417468052391,3417466052391,3417.468052391,3417.466052391,-0.101,0.044,0.992,-1.465,-33.386,1.526
3417479055685,3417477055685,3417.479055685,3417.477055685,-0.101,0.044,0.992,-1.77,-39.673,1.892
3417489058574,3417487058574,3417.489058574,3417.487058574,-0.101,0.044,0.992,-2.075,-44.128,2.136
3417499067879,3417497067879,3417.499067879,3417.497067879,-0.101,0.044,0.992,-2.136,-45.654,2.197
3417509073393,3417507073393,3417.509073393,3417.507073393,-0.101,0.044,0.992,-2.014,-44.861,2.136
3417519057031,3417517057031,3417.519057031,3417.517057031,-0.101,0.044,0.992,-1.831,-41.87,2.014
3417529053212,3417527053212,3417.529053212,3417.527053212,-0.101,0.044,0.992,-1.587,-36.743,1.831
3417539056976,3417537056976,3417.539056976,3417.537056976,-0.101,0.044,0.992,-1.282,-29.541,1.465
3417549090197,3417547090197,3417.549090197,3417.547090197,-0.101,0.044,0.992,-0.916,-20.691,0.977
3417559029795,3417557029795,3417.559029795,3417.557029795,-0.101,0.044,0.992,-0.427,-10.742,0.427
3417569054558,3417567054558,3417.569054558,3417.567054558,-0.101,0.044,0.992,0.0,-0.061,-0.061
3417579061822,3417577061822,3417.579061822,3417.577061822,-0.101,0.044,0.992,0.488,10.62,-0.671
3417590054616,3417588054616,3417.590054616,3417.588054616,-0.102,0.044,0.996,0.916,20.752,-1.221
3417600061880,3417598061880,3417.60006188,3417.59806188,-0.102,0.044,0.996,1.343,30.823,-1.587
3417610073227,3417608073227,3417.610073227,3417.608073227,-0.102,0.044,0.996,1.77,38.33,-2.197
3417620054824,3417618054824,3417.620054824,3417.618054824,-0.102,0.044,0.996,2.075,43.457,-2.441
3417630117795,3417628117795,3417.630117795,3417.628117795,-0.102,0.044,0.996,2.197,46.021,-2.563
3417640088018,3417638088018,3417.640088018,3417.638088018,-0.102,0.044,0.996,2.258,45.959,-2.625
3417650088865,3417648088865,3417.650088865,3417.648088865,-0.102,0.044,0.996,2.075,42.908,-2.502
3417660106628,3417658106628,3417.660106628,3417.658106628,-0.102,0.044,0.996,1.77,36.926,-2.136
3417670023185,3417668023185,3417.670023185,3417.668023185,-0.102,0.044,0.996,1.343,28.687,-1.648
3417681033770,3417679033770,3417.68103377,3417.67903377,-0.102,0.044,0.996,0.854,18.982,-1.16
3417691113075,3417689113075,3417.691113075,3417.689113075,-0.102,0.044,0.996,0.366,8.301,-0.61
3417701093505,3417699093505,3417.701093505,3417.699093505,-0.102,0.044,0.996,-0.122,-3.906,0.122
3417711088227,3417709088227,3417.711088227,3417.709088227,-0.102,0.044,0.996,-0.61,-14.893,0.488
3417721098699,3417719098699,3417.721098699,3417.719098699,-0.078,0.043,0.993,-1.099,-25.024,1.038
3417731093421,3417729093421,3417.731093421,3417.729093421,-0.078,0.043,0.993,-1.526,-33.691,1.526
3417741091060,3417739091060,3417.74109106,3417.73909106,-0.078,0.043,0.993,-1.892,-40.344,1.892
3417751088407,3417749088407,3417.751088407,3417.749088407,-0.078,0.043,0.993,-2.136,-44.739,2.136
3417761098004,3417759098004,3417.761098004,3417.759098004,-0.078,0.043,0.993,-2.136,-46.448,2.197
3417771100601,3417769100601,3417.771100601,3417.769100601,-0.078,0.043,0.993,-2.014,-45.532,2.136
3417781115740,3417779115740,3417.78111574,3417.77911574,-0.078,0.043,0.993,-1.831,-42.297,2.014
3417791111337,3417789111337,3417.791111337,3417.789111337,-0.078,0.043,0.993,-1.587,-36.926,1.831
