MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
1876580156467,1876578156467,1876.580156467,1876.578156467,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876591156546,1876589156546,1876.591156546,1876.589156546,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876601482883,1876599482883,1876.601482883,1876.599482883,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876614489605,1876612489605,1876.614489605,1876.612489605,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876627225371,1876625225371,1876.627225371,1876.625225371,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876637218920,1876635218920,1876.63721892,1876.63521892,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876647231428,1876645231428,1876.647231428,1876.645231428,-0.224,0.046,0.976,0.0,0.0,-0.122
1876657185019,1876655185019,1876.657185019,1876.655185019,-0.224,0.046,0.976,0.0,0.0,0.0
1876668203764,1876666203764,1876.668203764,1876.666203764,-0.224,0.046,0.976,0.0,0.0,-0.122
1876678203146,1876676203146,1876.678203146,1876.676203146,-0.224,0.046,0.976,0.0,0.0,-0.122
1876688183571,1876686183571,1876.688183571,1876.686183571,-0.224,0.046,0.976,0.0,0.0,-0.122
1876698150870,1876696150870,1876.69815087,1876.69615087,-0.224,0.046,0.976,0.0,0.0,0.0
1876709215406,1876707215406,1876.709215406,1876.707215406,-0.224,0.046,0.976,0.0,0.0,-0.122
1876719154998,1876717154998,1876.719154998,1876.717154998,-0.224,0.046,0.976,0.0,0.0,-0.122
1876729178588,1876727178588,1876.729178588,1876.727178588,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876739180012,1876737180012,1876.739180012,1876.737180012,-0.224,0.046,0.976,0.0,-0.061,0.0
1876750099009,1876748099009,1876.750099009,1876.748099009,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876760166057,1876758166057,1876.760166057,1876.758166057,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876770218230,1876768218230,1876.77021823,1876.76821823,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876781183018,1876779183018,1876.781183018,1876.779183018,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876791246858,1876789246858,1876.791246858,1876.789246858,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876801515153,1876799515153,1876.801515153,1876.799515153,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876818489662,1876816489662,1876.818489662,1876.816489662,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876828194756,1876826194756,1876.828194756,1876.826194756,-0.224,0.046,0.976,0.0,0.0,-0.122
1876838187430,1876836187430,1876.83818743,1876.83618743,-0.224,0.046,0.976,0.0,0.0,-0.122
1876848184479,1876846184479,1876.848184479,1876.846184479,-0.224,0.046,0.976,0.0,0.0,-0.122
1876859206725,1876857206725,1876.859206725,1876.857206725,-0.224,0.046,0.976,0.0,0.0,-0.122
1876869217482,1876867217482,1876.869217482,1876.867217482,-0.224,0.046,0.976,0.0,0.0,-0.122
1876879191198,1876877191198,1876.879191198,1876.877191198,-0.224,0.046,0.976,0.0,0.0,-0.122
1876889215955,1876887215955,1876.889215955,1876.887215955,-0.224,0.046,0.976,0.0,0.0,-0.122
1876900211950,1876898211950,1876.90021195,1876.89821195,-0.224,0.046,0.976,0.0,0.0,-0.122
1876910218624,1876908218624,1876.910218624,1876.908218624,-0.224,0.046,0.976,0.0,0.0,-0.122
1876920211298,1876918211298,1876.920211298,1876.918211298,-0.224,0.046,0.976,0.0,0.0,-0.122
1876930222639,1876928222639,1876.930222639,1876.928222639,-0.224,0.046,0.976,0.0,0.0,-0.122
1876940248271,1876938248271,1876.940248271,1876.938248271,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876951249016,1876949249016,1876.951249016,1876.949249016,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876961197566,1876959197566,1876.961197566,1876.959197566,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876972148062,1876970148062,1876.972148062,1876.970148062,-0.224,0.046,0.976,0.0,-0.122,-0.122
1876982187694,1876980187694,1876.982187694,1876.980187694,-0.224,0.046,0.976,0.0,-0.061,-0.122
1876992143327,1876990143327,1876.992143327,1876.990143327,-0.224,0.046,0.976,0.0,-0.061,-0.122
1877003185988,1877001185988,1877.003185988,1877.001185988,-0.224,0.046,0.976,0.0,0.0,-0.122
1877013160871,1877011160871,1877.013160871,1877.011160871,-0.224,0.046,0.976,0.0,0.0,-0.122
1877023178920,1877021178920,1877.02317892,1877.02117892,-0.224,0.046,0.976,0.0,0.0,-0.122
1877033090803,1877031090803,1877.033090803,1877.031090803,-0.224,0.046,0.976,0.0,0.0,-0.122
