MonoNS,EstNS,MonoS,EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
3267880624532,3267878624532,3267.880624532,3267.878624532,-0.142,0.045,0.986,-1.526,-38.391,1.709
3267890631206,3267888631206,3267.890631206,3267.888631206,-0.142,0.045,0.986,-1.709,-40.71,1.831
3267901677951,3267899677951,3267.901677951,3267.899677951,-0.142,0.045,0.986,-1.77,-41.504,1.953
3267911624543,3267909624543,3267.911624543,3267.909624543,-0.142,0.045,0.986,-1.77,-40.894,1.953
3267921655133,3267919655133,3267.921655133,3267.919655133,-0.21,0.046,0.983,-1.648,-38.94,1.892
3267931631766,3267929631766,3267.931631766,3267.929631766,-0.21,0.046,0.983,-1.465,-35.217,1.77
3267942646137,3267940646137,3267.942646137,3267.940646137,-0.21,0.046,0.983,-1.282,-30.334,1.526
3267952576395,3267950576395,3267.952576395,3267.950576395,-0.21,0.046,0.983,-1.038,-24.109,1.221
3267962631194,3267960631194,3267.962631194,3267.960631194,-0.21,0.046,0.983,-0.732,-16.418,0.854
3267972633201,3267970633201,3267.972633201,3267.970633201,-0.21,0.046,0.983,-0.244,-6.592,0.488
3267983854361,3267981854361,3267.983854361,3267.981854361,-0.21,0.046,0.983,0.122,2.991,-0.183
3267994358613,3267992358613,3267.994358613,3267.992358613,-0.21,0.046,0.983,0.549,12.573,-0.671
3268004722574,3268002722574,3268.004722574,3268.002722574,-0.21,0.046,0.983,0.977,22.339,-1.221
3268014905121,3268012905121,3268.014905121,3268.012905121,-0.21,0.046,0.983,1.282,30.09,-1.648
3268024856088,3268022856088,3268.024856088,3268.022856088,-0.21,0.046,0.983,1.587,37.17,-2.075
3268035880083,3268033880083,3268.035880083,3268.033880083,-0.21,0.046,0.983,1.831,42.175,-2.38
3268045836591,3268043836591,3268.045836591,3268.043836591,-0.21,0.046,0.983,2.014,45.593,-2.563
3268055844140,3268053844140,3268.05584414,3268.05384414,-0.131,0.044,0.987,2.075,47.119,-2.747
3268065889606,3268063889606,3268.065889606,3268.063889606,-0.131,0.044,0.987,2.014,46.326,-2.686
3268076860227,3268074860227,3268.076860227,3268.074860227,-0.131,0.044,0.987,1.892,43.396,-2.502
3268086847068,3268084847068,3268.086847068,3268.084847068,-0.131,0.044,0.987,1.709,38.33,-2.197
3268096843534,3268094843534,3268.096843534,3268.094843534,-0.131,0.044,0.987,1.404,31.433,-1.77
3268106840875,3268104840875,3268.106840875,3268.104840875,-0.131,0.044,0.987,0.977,22.034,-1.282
3268117832204,3268115832204,3268.117832204,3268.115832204,-0.131,0.044,0.987,0.549,12.512,-0.793
3268128089708,3268126089708,3268.128089708,3268.126089708,-0.131,0.044,0.987,0.183,2.686,-0.305
3268138042133,3268136042133,3268.138042133,3268.136042133,-0.131,0.044,0.987,-0.244,-8.118,0.183
3268149136128,3268147136128,3268.149136128,3268.147136128,-0.131,0.044,0.987,-0.671,-17.395,0.671
3268158852013,3268156852013,3268.158852013,3268.156852013,-0.131,0.044,0.987,-1.038,-25.574,1.099
3268168718106,3268166718106,3268.168718106,3268.166718106,-0.131,0.044,0.987,-1.343,-33.02,1.587
3268179652269,3268177652269,3268.179652269,3268.177652269,-0.182,0.045,0.985,-1.587,-38.33,1.709
3268189639985,3268187639985,3268.189639985,3268.187639985,-0.182,0.045,0.985,-1.77,-42.236,1.892
3268199662409,3268197662409,3268.199662409,3268.197662409,-0.182,0.045,0.985,-1.892,-44.556,2.014
3268209633792,3268207633792,3268.209633792,3268.207633792,-0.182,0.045,0.985,-1.953,-45.105,2.136
3268220679370,3268218679370,3268.22067937,3268.21867937,-0.182,0.045,0.985,-1.892,-43.518,2.136
3268230749044,3268228749044,3268.230749044,3268.228749044,-0.182,0.045,0.985,-1.77,-39.978,2.075
3268240744343,3268238744343,3268.240744343,3268.238744343,-0.182,0.045,0.985,-1.526,-34.546,1.831
3268250695893,3268248695893,3268.250695893,3268.248695893,-0.182,0.045,0.985,-1.16,-26.306,1.465
3268261688972,3268259688972,3268.261688972,3268.259688972,-0.182,0.045,0.985,-0.732,-16.785,0.977
3268271684563,3268269684563,3268.271684563,3268.269684563,-0.182,0.045,0.985,-0.244,-5.615,0.366
3268281718070,3268279718070,3268.28171807,3268.27971807,-0.182,0.045,0.985,0.183,6.348,-0.244
3268291686536,3268289686536,3268.291686536,3268.289686536,-0.182,0.045,0.985,0.793,19.653,-0.977
3268302724823,3268300724823,3268.302724823,3268.300724823,-0.168,0.045,0.986,1.282,31.189,-1.587
3268312692123,3268310692123,3268.312692123,3268.310692123,-0.168,0.045,0.986,1.77,41.687,-2.197
3268322668464,3268320668464,3268.322668464,3268.320668464,-0.168,0.045,0.986,2.197,50.781,-2.747
3268332691763,3268330691763,3268.332691763,3268.330691763,-0.168,0.045,0.986,2.563,58.594,-3.174
3268343702050,3268341702050,3268.34370205,3268.34170205,-0.168,0.045,0.986,2.747,63.354,-3.54
3268353687141,3268351687141,3268.353687141,3268.351687141,-0.168,0.045,0.986,2.869,65.674,-3.662
3268363693232,3268361693232,3268.363693232,3268.361693232,-0.168,0.045,0.986,2.808,65.247,-3.662
3268373685031,3268371685031,3268.373685031,3268.371685031,-0.168,0.045,0.986,2.625,61.279,-3.357
3268384702610,3268382702610,3268.38470261,3268.38270261,-0.168,0.045,0.986,2.258,53.223,-2.502
3268394680701,3268392680701,3268.394680701,3268.392680701,-0.168,0.045,0.986,1.648,41.565,-1.587
3268404681251,3268402681251,3268.404681251,3268.402681251,-0.168,0.045,0.986,1.099,27.71,-0.916
3268414685008,3268412685008,3268.414685008,3268.412685008,-0.168,0.045,0.986,0.427,10.864,-0.427
3268425682170,3268423682170,3268.42568217,3268.42368217,-0.168,0.045,0.986,-0.061,-4.517,-0.061
3268435692345,3268433692345,3268.435692345,3268.433692345,-0.158,0.045,0.984,-0.488,-18.921,0.183
3268445707185,3268443707185,3268.445707185,3268.443707185,-0.158,0.045,0.984,-0.977,-32.41,0.793
3268455715609,3268453715609,3268.455715609,3268.453715609,-0.158,0.045,0.984,-1.648,-46.082,1.831
3268466683605,3268464683605,3268.466683605,3268.464683605,-0.158,0.045,0.984,-2.197,-56.274,2.319
3268476648863,3268474648863,3268.476648863,3268.474648863,-0.158,0.045,0.984,-2.625,-63.843,2.686
3268486685579,3268484685579,3268.486685579,3268.484685579,-0.158,0.045,0.984,-2.869,-68.909,3.052
3268496682920,3268494682920,3268.49668292,3268.49468292,-0.158,0.045,0.984,-3.052,-71.594,3.296
3268506723718,3268504723718,3268.506723718,3268.504723718,-0.158,0.045,0.984,-3.113,-71.594,3.418
3268517680631,3268515680631,3268.517680631,3268.515680631,-0.158,0.045,0.984,-2.991,-68.787,3.418
3268527685264,3268525685264,3268.527685264,3268.525685264,-0.158,0.045,0.984,-2.747,-63.293,3.235
3268537643814,3268535643814,3268.537643814,3268.535643814,-0.158,0.045,0.984,-2.502,-55.115,2.869
3268547712904,3268545712904,3268.547712904,3268.545712904,-0.158,0.045,0.984,-2.014,-43.335,2.319
3268558685566,3268556685566,3268.558685566,3268.556685566,-0.226,0.046,0.98,-1.404,-30.518,1.648
3268568760781,3268566760781,3268.568760781,3268.566760781,-0.226,0.046,0.98,-0.793,-16.602,0.977
3268578693956,3268576693956,3268.578693956,3268.576693956,-0.226,0.046,0.98,-0.061,-2.014,0.244
3268588764505,3268586764505,3268.588764505,3268.586764505,-0.226,0.046,0.98,0.61,13.916,-0.366
3268600148413,3268598148413,3268.600148413,3268.598148413,-0.226,0.046,0.98,1.282,27.344,-1.343
3268610039296,3268608039296,3268.610039296,3268.608039296,-0.226,0.046,0.98,1.831,39.246,-2.136
3268620020012,3268618020012,3268.620020012,3268.618020012,-0.226,0.046,0.98,2.197,48.828,-2.747
3268629878522,3268627878522,3268.629878522,3268.627878522,-0.226,0.046,0.98,2.502,56.152,-3.174
3268640902225,3268638902225,3268.640902225,3268.638902225,-0.226,0.046,0.98,2.686,60.303,-3.418
3268651077189,3268649077189,3268.651077189,3268.649077189,-0.226,0.046,0.98,2.747,61.951,-3.54
3268661052947,3268659052947,3268.661052947,3268.659052947,-0.226,0.046,0.98,2.747,60.669,-3.418
3268670998955,3268668998955,3268.670998955,3268.668998955,-0.226,0.046,0.98,2.502,55.969,-3.052
3268682305572,3268680305572,3268.682305572,3268.680305572,-0.226,0.046,0.98,2.197,48.95,-2.625
3268692119457,3268690119457,3268.692119457,3268.690119457,-0.105,0.044,0.986,1.77,39.734,-2.136
3268701974175,3268699974175,3268.701974175,3268.699974175,-0.105,0.044,0.986,1.282,28.809,-1.587
3268711978515,3268709978515,3268.711978515,3268.709978515,-0.105,0.044,0.986,0.732,15.381,-0.916
3268723148343,3268721148343,3268.723148343,3268.721148343,-0.105,0.044,0.986,0.122,2.563,-0.244
3268733161433,3268731161433,3268.733161433,3268.731161433,-0.105,0.044,0.986,-0.366,-9.888,0.305
3268742972110,3268740972110,3268.74297211,3268.74097211,-0.105,0.044,0.986,-0.854,-21.545,0.854
3268753058408,3268751058408,3268.753058408,3268.751058408,-0.105,0.044,0.986,-1.343,-33.02,1.404
3268762794127,3268760794127,3268.762794127,3268.760794127,-0.105,0.044,0.986,-1.709,-41.992,1.831
3268774010495,3268772010495,3268.774010495,3268.772010495,-0.105,0.044,0.986,-2.075,-49.438,2.197
3268783996003,3268781996003,3268.783996003,3268.781996003,-0.105,0.044,0.986,-2.319,-54.993,2.502
3268793900303,3268791900303,3268.793900303,3268.791900303,-0.105,0.044,0.986,-2.563,-58.533,2.747
3268804902424,3268802902424,3268.804902424,3268.802902424,-0.105,0.044,0.986,-2.563,-59.265,2.869
3268814885765,3268812885765,3268.814885765,3268.812885765,-0.209,0.046,0.985,-2.502,-57.556,2.93
3268825021062,3268823021062,3268.825021062,3268.823021062,-0.209,0.046,0.985,-2.38,-53.345,2.747
3268834945488,3268832945488,3268.834945488,3268.832945488,-0.209,0.046,0.985,-2.075,-45.715,2.441
3268845876442,3268843876442,3268.845876442,3268.843876442,-0.209,0.046,0.985,-1.709,-36.438,1.953
3268856671774,3268854671774,3268.856671774,3268.854671774,-0.209,0.046,0.985,-1.221,-25.513,1.465
3268866428201,3268864428201,3268.866428201,3268.864428201,-0.209,0.046,0.985,-0.671,-13.55,1.038
3268875619093,3268873619093,3268.875619093,3268.873619093,-0.209,0.046,0.985,-0.061,0.244,0.549
3268886654172,3268884654172,3268.886654172,3268.884654172,-0.209,0.046,0.985,0.488,12.695,0.122
3268896643929,3268894643929,3268.896643929,3268.894643929,-0.209,0.046,0.985,1.038,24.536,-0.305
3268906639520,3268904639520,3268.90663952,3268.90463952,-0.209,0.046,0.985,1.526,35.339,-1.038
3268916637445,3268914637445,3268.916637445,3268.914637445,-0.209,0.046,0.985,2.014,45.654,-2.014
3268927645982,3268925645982,3268.927645982,3268.925645982,-0.209,0.046,0.985,2.319,52.856,-2.686
3268937648281,3268935648281,3268.937648281,3268.935648281,-0.123,0.044,0.987,2.563,57.617,-3.113
3268947596039,3268945596039,3268.947596039,3268.945596039,-0.123,0.044,0.987,2.686,59.937,-3.357
3268957645004,3268955645004,3268.957645004,3268.955645004,-0.123,0.044,0.987,2.625,59.204,-3.418
3268968649167,3268966649167,3268.968649167,3268.966649167,-0.123,0.044,0.987,2.502,55.176,-3.235
3268978652924,3268976652924,3268.978652924,3268.976652924,-0.123,0.044,0.987,2.136,47.974,-2.747
3268988674765,3268986674765,3268.988674765,3268.986674765,-0.123,0.044,0.987,1.709,38.025,-2.136
3268998648189,3268996648189,3268.998648189,3268.996648189,-0.123,0.044,0.987,1.099,24.78,-1.282
3269009668102,3269007668102,3269.009668102,3269.007668102,-0.123,0.044,0.987,0.549,11.353,-0.732
3269019635110,3269017635110,3269.01963511,3269.01763511,-0.123,0.044,0.987,0.0,-2.441,0.0
3269029938988,3269027938988,3269.029938988,3269.027938988,-0.123,0.044,0.987,-0.61,-15.869,0.61
3269040278450,3269038278450,3269.04027845,3269.03827845,-0.123,0.044,0.987,-1.099,-28.076,1.221
3269051071449,3269049071449,3269.051071449,3269.049071449,-0.123,0.044,0.987,-1.587,-39.551,1.77
3269060894083,3269058894083,3269.060894083,3269.058894083,-0.123,0.044,0.987,-2.014,-48.157,2.197
3269070889091,3269068889091,3269.070889091,3269.068889091,-0.171,0.045,0.987,-2.38,-54.443,2.625
3269080892557,3269078892557,3269.080892557,3269.078892557,-0.171,0.045,0.987,-2.563,-58.228,3.052
3269091022604,3269089022604,3269.091022604,3269.089022604,-0.171,0.045,0.987,-2.563,-58.655,2.991
3269102035808,3269100035808,3269.102035808,3269.100035808,-0.171,0.045,0.987,-2.441,-56.274,2.93
3269116541096,3269114541096,3269.116541096,3269.114541096,-0.171,0.045,0.987,-2.319,-50.842,2.747
3269121763451,3269119763451,3269.121763451,3269.119763451,-0.171,0.045,0.987,-1.953,-41.443,2.319
3269132930487,3269130930487,3269.132930487,3269.130930487,-0.171,0.045,0.987,-1.404,-30.212,1.709
3269142968077,3269140968077,3269.142968077,3269.140968077,-0.171,0.045,0.987,-0.793,-17.456,0.977
3269153112125,3269151112125,3269.153112125,3269.151112125,-0.171,0.045,0.987,-0.061,-2.563,0.183
3269168249739,3269166249739,3269.168249739,3269.166249739,-0.171,0.045,0.987,0.488,11.108,-0.488
3269173979296,3269171979296,3269.173979296,3269.171979296,-0.171,0.045,0.987,1.099,24.231,-1.099
3269184029303,3269182029303,3269.184029303,3269.182029303,-0.171,0.045,0.987,1.648,36.316,-1.709
3269195545043,3269193545043,3269.195545043,3269.193545043,-0.153,0.045,0.986,2.075,47.913,-2.38
3269204770351,3269202770351,3269.204770351,3269.202770351,-0.153,0.045,0.986,2.441,56.641,-2.869
3269214731943,3269212731943,3269.214731943,3269.212731943,-0.153,0.045,0.986,2.747,63.599,-3.357
3269224692909,3269222692909,3269.224692909,3269.222692909,-0.153,0.045,0.986,2.991,68.359,-3.723
3269234955955,3269232955955,3269.234955955,3269.232955955,-0.153,0.045,0.986,3.113,70.496,-3.967
3269244686132,3269242686132,3269.244686132,3269.242686132,-0.153,0.045,0.986,3.052,69.519,-3.906
3269255679212,3269253679212,3269.255679212,3269.253679212,-0.153,0.045,0.986,2.869,65.308,-3.601
3269265710385,3269263710385,3269.265710385,3269.263710385,-0.153,0.045,0.986,2.502,57.922,-3.052
3269275681768,3269273681768,3269.275681768,3269.273681768,-0.153,0.045,0.986,2.014,46.753,-2.197
3269285692526,3269283692526,3269.285692526,3269.283692526,-0.153,0.045,0.986,1.404,32.776,-1.343
3269295684908,3269293684908,3269.295684908,3269.293684908,-0.153,0.045,0.986,0.732,17.151,-0.732
3269305683999,3269303683999,3269.305683999,3269.303683999,-0.153,0.045,0.986,0.061,1.404,-0.305
3269315688340,3269313688340,3269.31568834,3269.31368834,-0.153,0.045,0.986,-0.366,-13.977,0.061
3269325673723,3269323673723,3269.325673723,3269.323673723,-0.152,0.045,0.984,-0.916,-28.992,0.793
3269335640439,3269333640439,3269.335640439,3269.333640439,-0.152,0.045,0.984,-1.648,-44.739,1.77
3269345703696,3269343703696,3269.345703696,3269.343703696,-0.152,0.045,0.984,-2.258,-57.19,2.502
3269356675775,3269354675775,3269.356675775,3269.354675775,-0.152,0.045,0.984,-2.747,-67.2,3.113
3269366708991,3269364708991,3269.366708991,3269.364708991,-0.152,0.045,0.984,-3.174,-74.585,3.479
3269376672790,3269374672790,3269.37667279,3269.37467279,-0.152,0.045,0.984,-3.479,-79.285,3.845
3269386725547,3269384725547,3269.386725547,3269.384725547,-0.152,0.045,0.984,-3.54,-80.444,4.028
3269396696930,3269394696930,3269.39669693,3269.39469693,-0.152,0.045,0.984,-3.418,-77.881,3.967
3269406652855,3269404652855,3269.406652855,3269.404652855,-0.152,0.045,0.984,-3.235,-71.777,3.784
3269416676445,3269414676445,3269.416676445,3269.414676445,-0.152,0.045,0.984,-2.93,-62.378,3.357
3269426678453,3269424678453,3269.426678453,3269.424678453,-0.152,0.045,0.984,-2.258,-49.072,2.625
3269436688627,3269434688627,3269.436688627,3269.434688627,-0.152,0.045,0.984,-1.648,-35.339,1.831
3269447686373,3269445686373,3269.447686373,3269.445686373,-0.214,0.046,0.983,-0.916,-20.996,1.038
3269457688672,3269455688672,3269.457688672,3269.455688672,-0.214,0.046,0.983,-0.244,-6.714,0.183
3269467630013,3269465630013,3269.467630013,3269.465630013,-0.214,0.046,0.983,0.366,6.592,-0.549
3269477677812,3269475677812,3269.477677812,3269.475677812,-0.214,0.046,0.983,0.916,18.372,-1.221
3269487676903,3269485676903,3269.487676903,3269.485676903,-0.214,0.046,0.983,1.404,28.198,-1.77
3269497629619,3269495629619,3269.497629619,3269.495629619,-0.214,0.046,0.983,1.77,35.889,-2.197
3269507686168,3269505686168,3269.507686168,3269.505686168,-0.214,0.046,0.983,2.014,41.26,-2.502
3269517682925,3269515682925,3269.517682925,3269.515682925,-0.214,0.046,0.983,2.136,44.373,-2.686
3269527677058,3269525677058,3269.527677058,3269.525677058,-0.214,0.046,0.983,2.075,44.25,-2.563
3269537683149,3269535683149,3269.537683149,3269.535683149,-0.214,0.046,0.983,1.892,41.504,-2.319
3269548695769,3269546695769,3269.548695769,3269.546695769,-0.214,0.046,0.983,1.587,37.17,-2.014
3269558727526,3269556727526,3269.558727526,3269.556727526,-0.214,0.046,0.983,1.343,31.982,-1.648
3269568750534,3269566750534,3269.568750534,3269.566750534,-0.214,0.046,0.983,1.038,27.1,-1.282
3269578679042,3269576679042,3269.578679042,3269.576679042,-0.091,0.043,0.987,0.854,23.743,-1.038
3269588639633,3269586639633,3269.588639633,3269.586639633,-0.091,0.043,0.987,0.793,22.644,-1.038
3269598681015,3269596681015,3269.598681015,3269.596681015,-0.091,0.043,0.987,0.916,23.438,-1.099
3269608697023,3269606697023,3269.608697023,3269.606697023,-0.091,0.043,0.987,1.038,25.452,-1.282
3269618756196,3269616756196,3269.618756196,3269.616756196,-0.091,0.043,0.987,1.16,27.893,-1.465
3269628700163,3269626700163,3269.628700163,3269.626700163,-0.091,0.043,0.987,1.282,30.212,-1.709
3269639704908,3269637704908,3269.639704908,3269.637704908,-0.091,0.043,0.987,1.404,31.616,-1.892
3269649723541,3269647723541,3269.649723541,3269.647723541,-0.091,0.043,0.987,1.404,31.494,-1.892
3269659677715,3269657677715,3269.659677715,3269.657677715,-0.091,0.043,0.987,1.343,29.541,-1.77
3269669684390,3269667684390,3269.66968439,3269.66768439,-0.091,0.043,0.987,1.16,25.635,-1.587
3269679714397,3269677714397,3269.679714397,3269.677714397,-0.091,0.043,0.987,0.916,19.592,-1.221
3269689691030,3269687691030,3269.68969103,3269.68769103,-0.091,0.043,0.987,0.61,11.78,-0.793
3269699703537,3269697703537,3269.699703537,3269.697703537,-0.171,0.045,0.988,0.183,1.77,-0.122
3269709639337,3269707639337,3269.709639337,3269.707639337,-0.171,0.045,0.988,-0.183,-8.179,0.122
3269720751415,3269718751415,3269.720751415,3269.718751415,-0.171,0.045,0.988,-0.671,-18.311,0.671
3269730684881,3269728684881,3269.730684881,3269.728684881,-0.171,0.045,0.988,-1.099,-27.466,1.16
3269740712555,3269738712555,3269.740712555,3269.738712555,-0.171,0.045,0.988,-1.404,-34.912,1.587
3269750690063,3269748690063,3269.750690063,3269.748690063,-0.171,0.045,0.988,-1.648,-40.344,1.831
3269760742237,3269758742237,3269.760742237,3269.758742237,-0.171,0.045,0.988,-1.831,-43.823,2.014
3269770714786,3269768714786,3269.770714786,3269.768714786,-0.171,0.045,0.988,-1.953,-45.105,2.136
3269780677711,3269778677711,3269.780677711,3269.778677711,-0.171,0.045,0.988,-1.953,-44.128,2.136
3269790682051,3269788682051,3269.790682051,3269.788682051,-0.171,0.045,0.988,-1.77,-40.71,2.136
3269800677059,3269798677059,3269.800677059,3269.798677059,-0.171,0.045,0.988,-1.526,-36.072,1.709
3269810696858,3269808696858,3269.810696858,3269.808696858,-0.171,0.045,0.988,-1.221,-30.457,1.343
3269821672729,3269819672729,3269.821672729,3269.819672729,-0.171,0.045,0.988,-0.916,-24.475,0.916
3269831699528,3269829699528,3269.831699528,3269.829699528,-0.207,0.046,0.983,-0.671,-19.104,0.61
3269841695702,3269839695702,3269.841695702,3269.839695702,-0.207,0.046,0.983,-0.488,-14.893,0.366
3269851713168,3269849713168,3269.851713168,3269.849713168,-0.207,0.046,0.983,-0.366,-11.963,0.244
3269861742008,3269859742008,3269.861742008,3269.859742008,-0.207,0.046,0.983,-0.305,-10.071,0.183
3269871683642,3269869683642,3269.871683642,3269.869683642,-0.207,0.046,0.983,-0.305,-9.033,0.183
3269881688274,3269879688274,3269.881688274,3269.879688274,-0.207,0.046,0.983,-0.305,-8.301,0.244
3269891671323,3269889671323,3269.891671323,3269.889671323,-0.207,0.046,0.983,-0.244,-7.08,0.183
3269902680152,3269900680152,3269.902680152,3269.900680152,-0.207,0.046,0.983,-0.183,-5.371,0.122
