EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temperature,FrameType
3268.433692345,-0.158,0.045,0.984,-0.488,-18.921,0.183,0.0,N/A
3268.443707185,-0.158,0.045,0.984,-0.977,-32.41,0.793,0.0,N/A
3268.453715609,-0.158,0.045,0.984,-1.648,-46.082,1.831,0.0,N/A
3268.464683605,-0.158,0.045,0.984,-2.197,-56.274,2.319,0.0,N/A
3268.474648863,-0.158,0.045,0.984,-2.625,-63.843,2.686,0.0,N/A
3268.484685579,-0.158,0.045,0.984,-2.869,-68.909,3.052,0.0,N/A
3268.49468292,-0.158,0.045,0.984,-3.052,-71.594,3.296,0.0,N/A
3268.504723718,-0.158,0.045,0.984,-3.113,-71.594,3.418,0.0,N/A
3268.515680631,-0.158,0.045,0.984,-2.991,-68.787,3.418,0.0,N/A
3268.525685264,-0.158,0.045,0.984,-2.747,-63.293,3.235,0.0,N/A
3268.535643814,-0.158,0.045,0.984,-2.502,-55.115,2.869,0.0,N/A
3268.545712904,-0.158,0.045,0.984,-2.014,-43.335,2.319,0.0,N/A
3268.556685566,-0.226,0.046,0.98,-1.404,-30.518,1.648,0.0,N/A
3268.566760781,-0.226,0.046,0.98,-0.793,-16.602,0.977,0.0,N/A
3268.576693956,-0.226,0.046,0.98,-0.061,-2.014,0.244,0.0,N/A
3268.586764505,-0.226,0.046,0.98,0.61,13.916,-0.366,0.0,N/A
3268.598148413,-0.226,0.046,0.98,1.282,27.344,-1.343,0.0,N/A
3268.608039296,-0.226,0.046,0.98,1.831,39.246,-2.136,0.0,N/A
3268.618020012,-0.226,0.046,0.98,2.197,48.828,-2.747,0.0,N/A
3268.627878522,-0.226,0.046,0.98,2.502,56.152,-3.174,0.0,N/A
3268.638902225,-0.226,0.046,0.98,2.686,60.303,-3.418,0.0,N/A
3268.649077189,-0.226,0.046,0.98,2.747,61.951,-3.54,0.0,N/A
3268.659052947,-0.226,0.046,0.98,2.747,60.669,-3.418,0.0,N/A
3268.668998955,-0.226,0.046,0.98,2.502,55.969,-3.052,0.0,N/A
3268.680305572,-0.226,0.046,0.98,2.197,48.95,-2.625,0.0,N/A
3268.690119457,-0.105,0.044,0.986,1.77,39.734,-2.136,0.0,N/A
3268.699974175,-0.105,0.044,0.986,1.282,28.809,-1.587,0.0,N/A
3268.709978515,-0.105,0.044,0.986,0.732,15.381,-0.916,0.0,N/A
3268.721148343,-0.105,0.044,0.986,0.122,2.563,-0.244,0.0,N/A
3268.731161433,-0.105,0.044,0.986,-0.366,-9.888,0.305,0.0,N/A
3268.74097211,-0.105,0.044,0.986,-0.854,-21.545,0.854,0.0,N/A
3268.751058408,-0.105,0.044,0.986,-1.343,-33.02,1.404,0.0,N/A
3268.760794127,-0.105,0.044,0.986,-1.709,-41.992,1.831,0.0,N/A
3268.772010495,-0.105,0.044,0.986,-2.075,-49.438,2.197,0.0,N/A
3268.781996003,-0.105,0.044,0.986,-2.319,-54.993,2.502,0.0,N/A
3268.791900303,-0.105,0.044,0.986,-2.563,-58.533,2.747,0.0,N/A
3268.802902424,-0.105,0.044,0.986,-2.563,-59.265,2.869,0.0,N/A
3268.812885765,-0.209,0.046,0.985,-2.502,-57.556,2.93,0.0,N/A
3268.823021062,-0.209,0.046,0.985,-2.38,-53.345,2.747,0.0,N/A
3268.832945488,-0.209,0.046,0.985,-2.075,-45.715,2.441,0.0,N/A
3268.843876442,-0.209,0.046,0.985,-1.709,-36.438,1.953,0.0,N/A
3268.854671774,-0.209,0.046,0.985,-1.221,-25.513,1.465,0.0,N/A
3268.864428201,-0.209,0.046,0.985,-0.671,-13.55,1.038,0.0,N/A
3268.873619093,-0.209,0.046,0.985,-0.061,0.244,0.549,0.0,N/A
3268.884654172,-0.209,0.046,0.985,0.488,12.695,0.122,0.0,N/A
3268.894643929,-0.209,0.046,0.985,1.038,24.536,-0.305,0.0,N/A
3268.90463952,-0.209,0.046,0.985,1.526,35.339,-1.038,0.0,N/A
3268.914637445,-0.209,0.046,0.985,2.014,45.654,-2.014,0.0,N/A
3268.925645982,-0.209,0.046,0.985,2.319,52.856,-2.686,0.0,N/A
3268.935648281,-0.123,0.044,0.987,2.563,57.617,-3.113,0.0,N/A
3268.945596039,-0.123,0.044,0.987,2.686,59.937,-3.357,0.0,N/A
3268.955645004,-0.123,0.044,0.987,2.625,59.204,-3.418,0.0,N/A
3268.966649167,-0.123,0.044,0.987,2.502,55.176,-3.235,0.0,N/A
3268.976652924,-0.123,0.044,0.987,2.136,47.974,-2.747,0.0,N/A
3268.986674765,-0.123,0.044,0.987,1.709,38.025,-2.136,0.0,N/A
3268.996648189,-0.123,0.044,0.987,1.099,24.78,-1.282,0.0,N/A
3269.007668102,-0.123,0.044,0.987,0.549,11.353,-0.732,0.0,N/A
3269.01763511,-0.123,0.044,0.987,0.0,-2.441,0.0,0.0,N/A
3269.027938988,-0.123,0.044,0.987,-0.61,-15.869,0.61,0.0,N/A
3269.03827845,-0.123,0.044,0.987,-1.099,-28.076,1.221,0.0,N/A
3269.049071449,-0.123,0.044,0.987,-1.587,-39.551,1.77,0.0,N/A
3269.058894083,-0.123,0.044,0.987,-2.014,-48.157,2.197,0.0,N/A
3269.068889091,-0.171,0.045,0.987,-2.38,-54.443,2.625,0.0,N/A
3269.078892557,-0.171,0.045,0.987,-2.563,-58.228,3.052,0.0,N/A
3269.089022604,-0.171,0.045,0.987,-2.563,-58.655,2.991,0.0,N/A
3269.100035808,-0.171,0.045,0.987,-2.441,-56.274,2.93,0.0,N/A
3269.114541096,-0.171,0.045,0.987,-2.319,-50.842,2.747,0.0,N/A
3269.119763451,-0.171,0.045,0.987,-1.953,-41.443,2.319,0.0,N/A
3269.130930487,-0.171,0.045,0.987,-1.404,-30.212,1.709,0.0,N/A
3269.140968077,-0.171,0.045,0.987,-0.793,-17.456,0.977,0.0,N/A
3269.151112125,-0.171,0.045,0.987,-0.061,-2.563,0.183,0.0,N/A
3269.166249739,-0.171,0.045,0.987,0.488,11.108,-0.488,0.0,N/A
3269.171979296,-0.171,0.045,0.987,1.099,24.231,-1.099,0.0,N/A
3269.182029303,-0.171,0.045,0.987,1.648,36.316,-1.709,0.0,N/A
3269.193545043,-0.153,0.045,0.986,2.075,47.913,-2.38,0.0,N/A
3269.202770351,-0.153,0.045,0.986,2.441,56.641,-2.869,0.0,N/A
3269.212731943,-0.153,0.045,0.986,2.747,63.599,-3.357,0.0,N/A
3269.222692909,-0.153,0.045,0.986,2.991,68.359,-3.723,0.0,N/A
3269.232955955,-0.153,0.045,0.986,3.113,70.496,-3.967,0.0,N/A
3269.242686132,-0.153,0.045,0.986,3.052,69.519,-3.906,0.0,N/A
3269.253679212,-0.153,0.045,0.986,2.869,65.308,-3.601,0.0,N/A
3269.263710385,-0.153,0.045,0.986,2.502,57.922,-3.052,0.0,N/A
3269.273681768,-0.153,0.045,0.986,2.014,46.753,-2.197,0.0,N/A
3269.283692526,-0.153,0.045,0.986,1.404,32.776,-1.343,0.0,N/A
3269.293684908,-0.153,0.045,0.986,0.732,17.151,-0.732,0.0,N/A
3269.303683999,-0.153,0.045,0.986,0.061,1.404,-0.305,0.0,N/A
3269.31368834,-0.153,0.045,0.986,-0.366,-13.977,0.061,0.0,N/A
3269.323673723,-0.152,0.045,0.984,-0.916,-28.992,0.793,0.0,N/A
3269.333640439,-0.152,0.045,0.984,-1.648,-44.739,1.77,0.0,N/A
3269.343703696,-0.152,0.045,0.984,-2.258,-57.19,2.502,0.0,N/A
3269.354675775,-0.152,0.045,0.984,-2.747,-67.2,3.113,0.0,N/A
3269.364708991,-0.152,0.045,0.984,-3.174,-74.585,3.479,0.0,N/A
3269.37467279,-0.152,0.045,0.984,-3.479,-79.285,3.845,0.0,N/A
3269.384725547,-0.152,0.045,0.984,-3.54,-80.444,4.028,0.0,N/A
3269.39469693,-0.152,0.045,0.984,-3.418,-77.881,3.967,0.0,N/A
3269.404652855,-0.152,0.045,0.984,-3.235,-71.777,3.784,0.0,N/A
3269.414676445,-0.152,0.045,0.984,-2.93,-62.378,3.357,0.0,N/A
3269.424678453,-0.152,0.045,0.984,-2.258,-49.072,2.625,0.0,N/A
3269.434688627,-0.152,0.045,0.984,-1.648,-35.339,1.831,0.0,N/A
3269.445686373,-0.214,0.046,0.983,-0.916,-20.996,1.038,0.0,N/A
3269.455688672,-0.214,0.046,0.983,-0.244,-6.714,0.183,0.0,N/A
3269.465630013,-0.214,0.046,0.983,0.366,6.592,-0.549,0.0,N/A
3269.475677812,-0.214,0.046,0.983,0.916,18.372,-1.221,0.0,N/A
3269.485676903,-0.214,0.046,0.983,1.404,28.198,-1.77,0.0,N/A
3269.495629619,-0.214,0.046,0.983,1.77,35.889,-2.197,0.0,N/A
3269.505686168,-0.214,0.046,0.983,2.014,41.26,-2.502,0.0,N/A
3269.515682925,-0.214,0.046,0.983,2.136,44.373,-2.686,0.0,N/A
3269.525677058,-0.214,0.046,0.983,2.075,44.25,-2.563,0.0,N/A
3269.535683149,-0.214,0.046,0.983,1.892,41.504,-2.319,0.0,N/A
3269.546695769,-0.214,0.046,0.983,1.587,37.17,-2.014,0.0,N/A
3269.556727526,-0.214,0.046,0.983,1.343,31.982,-1.648,0.0,N/A
3269.566750534,-0.214,0.046,0.983,1.038,27.1,-1.282,0.0,N/A
3269.576679042,-0.091,0.043,0.987,0.854,23.743,-1.038,0.0,N/A
3269.586639633,-0.091,0.043,0.987,0.793,22.644,-1.038,0.0,N/A
3269.596681015,-0.091,0.043,0.987,0.916,23.438,-1.099,0.0,N/A
3269.606697023,-0.091,0.043,0.987,1.038,25.452,-1.282,0.0,N/A
3269.616756196,-0.091,0.043,0.987,1.16,27.893,-1.465,0.0,N/A
3269.626700163,-0.091,0.043,0.987,1.282,30.212,-1.709,0.0,N/A
3269.637704908,-0.091,0.043,0.987,1.404,31.616,-1.892,0.0,N/A
3269.647723541,-0.091,0.043,0.987,1.404,31.494,-1.892,0.0,N/A
3269.657677715,-0.091,0.043,0.987,1.343,29.541,-1.77,0.0,N/A
3269.66768439,-0.091,0.043,0.987,1.16,25.635,-1.587,0.0,N/A
3269.677714397,-0.091,0.043,0.987,0.916,19.592,-1.221,0.0,N/A
3269.68769103,-0.091,0.043,0.987,0.61,11.78,-0.793,0.0,N/A
3269.697703537,-0.171,0.045,0.988,0.183,1.77,-0.122,0.0,N/A
3269.707639337,-0.171,0.045,0.988,-0.183,-8.179,0.122,0.0,N/A
3269.718751415,-0.171,0.045,0.988,-0.671,-18.311,0.671,0.0,N/A
3269.728684881,-0.171,0.045,0.988,-1.099,-27.466,1.16,0.0,N/A
3269.738712555,-0.171,0.045,0.988,-1.404,-34.912,1.587,0.0,N/A
3269.748690063,-0.171,0.045,0.988,-1.648,-40.344,1.831,0.0,N/A
3269.758742237,-0.171,0.045,0.988,-1.831,-43.823,2.014,0.0,N/A
3269.768714786,-0.171,0.045,0.988,-1.953,-45.105,2.136,0.0,N/A
3269.778677711,-0.171,0.045,0.988,-1.953,-44.128,2.136,0.0,N/A
3269.788682051,-0.171,0.045,0.988,-1.77,-40.71,2.136,0.0,N/A
3269.798677059,-0.171,0.045,0.988,-1.526,-36.072,1.709,0.0,N/A
3269.808696858,-0.171,0.045,0.988,-1.221,-30.457,1.343,0.0,N/A
3269.819672729,-0.171,0.045,0.988,-0.916,-24.475,0.916,0.0,N/A
3269.829699528,-0.207,0.046,0.983,-0.671,-19.104,0.61,0.0,N/A
3269.839695702,-0.207,0.046,0.983,-0.488,-14.893,0.366,0.0,N/A
3269.849713168,-0.207,0.046,0.983,-0.366,-11.963,0.244,0.0,N/A
3269.859742008,-0.207,0.046,0.983,-0.305,-10.071,0.183,0.0,N/A
3269.869683642,-0.207,0.046,0.983,-0.305,-9.033,0.183,0.0,N/A
3269.879688274,-0.207,0.046,0.983,-0.305,-8.301,0.244,0.0,N/A
3269.889671323,-0.207,0.046,0.983,-0.244,-7.08,0.183,0.0,N/A
3269.900680152,-0.207,0.046,0.983,-0.183,-5.371,0.122,0.0,N/A
3269.91066466,-0.207,0.046,0.983,-0.122,-2.991,0.061,0.0,N/A
3269.920694959,-0.207,0.046,0.983,0.0,0.061,0.0,0.0,N/A
3269.930671883,-0.207,0.046,0.983,0.122,3.967,-0.183,0.0,N/A
3269.94074039,-0.207,0.046,0.983,0.366,8.362,-0.427,0.0,N/A
3269.950681732,-0.13,0.044,0.989,0.549,13.062,-0.671,0.0,N/A
3269.960658948,-0.13,0.044,0.989,0.732,17.761,-0.916,0.0,N/A
3269.970680205,-0.13,0.044,0.989,0.916,22.888,-0.977,0.0,N/A
3269.980680171,-0.13,0.044,0.989,1.16,27.344,-1.404,0.0,N/A
3269.99168025,-0.13,0.044,0.989,1.343,31.25,-1.709,0.0,N/A
3270.001681674,-0.13,0.044,0.989,1.465,34.18,-1.892,0.0,N/A
3270.011677848,-0.13,0.044,0.989,1.587,35.522,-2.075,0.0,N/A
3270.021678398,-0.13,0.044,0.989,1.587,34.973,-2.014,0.0,N/A
3270.031750404,-0.13,0.044,0.989,1.465,32.471,-1.892,0.0,N/A
3270.041677163,-0.13,0.044,0.989,1.221,28.259,-1.648,0.0,N/A
3270.051755586,-0.13,0.044,0.989,0.977,22.766,-1.343,0.0,N/A
3270.061694011,-0.13,0.044,0.989,0.671,15.625,-0.732,0.0,N/A
3270.071689893,-0.13,0.044,0.989,0.366,8.972,-0.488,0.0,N/A
3270.081676151,-0.139,0.045,0.989,0.061,2.869,-0.183,0.0,N/A
3270.092697522,-0.139,0.045,0.989,-0.061,-2.197,0.0,0.0,N/A
3270.102744737,-0.139,0.045,0.989,-0.244,-6.104,0.183,0.0,N/A
3270.112672662,-0.139,0.045,0.989,-0.366,-8.911,0.305,0.0,N/A
3270.122669711,-0.139,0.045,0.989,-0.427,-10.681,0.366,0.0,N/A
3270.132667344,-0.139,0.045,0.989,-0.427,-11.78,0.366,0.0,N/A
3270.142757142,-0.139,0.045,0.989,-0.427,-12.573,0.366,0.0,N/A
3270.152704317,-0.139,0.045,0.989,-0.488,-13.672,0.488,0.0,N/A
3270.162680074,-0.139,0.045,0.989,-0.549,-15.625,0.427,0.0,N/A
3270.172721457,-0.139,0.045,0.989,-0.671,-18.494,0.61,0.0,N/A
3270.183673703,-0.139,0.045,0.989,-0.854,-21.973,0.854,0.0,N/A
3270.193664919,-0.139,0.045,0.989,-1.038,-25.757,1.099,0.0,N/A
3270.203751217,-0.189,0.046,0.986,-1.221,-29.358,1.343,0.0,N/A
3270.213681184,-0.189,0.046,0.986,-1.343,-32.532,1.526,0.0,N/A
3270.223663358,-0.189,0.046,0.986,-1.404,-34.79,1.587,0.0,N/A
3270.233747906,-0.189,0.046,0.986,-1.465,-36.072,1.648,0.0,N/A
3270.243696248,-0.189,0.046,0.986,-1.526,-36.499,1.709,0.0,N/A
3270.253707588,-0.189,0.046,0.986,-1.587,-35.461,1.709,0.0,N/A
3270.263754512,-0.189,0.046,0.986,-1.465,-33.203,1.587,0.0,N/A
3270.274745841,-0.189,0.046,0.986,-1.343,-29.846,1.404,0.0,N/A
3270.284668516,-0.189,0.046,0.986,-1.16,-25.696,1.221,0.0,N/A
3270.294744023,-0.189,0.046,0.986,-0.916,-20.447,0.977,0.0,N/A
3270.30466349,-0.189,0.046,0.986,-0.61,-14.16,0.61,0.0,N/A
3270.314702247,-0.189,0.046,0.986,-0.305,-7.019,0.244,0.0,N/A
3270.324738087,-0.189,0.046,0.986,0.0,0.61,-0.061,0.0,N/A
3270.334660762,-0.139,0.045,0.99,0.366,8.728,-0.488,0.0,N/A
3270.344688728,-0.139,0.045,0.99,0.793,17.517,-0.793,0.0,N/A
3270.355689099,-0.139,0.045,0.99,1.16,25.208,-1.404,0.0,N/A
3270.36566544,-0.139,0.045,0.99,1.526,32.043,-1.77,0.0,N/A
3270.375665406,-0.139,0.045,0.99,1.77,37.72,-2.136,0.0,N/A
3270.385707954,-0.139,0.045,0.99,1.892,41.809,-2.38,0.0,N/A
3270.395667087,-0.139,0.045,0.99,1.953,43.823,-2.502,0.0,N/A
3270.405667928,-0.139,0.045,0.99,1.892,43.945,-2.502,0.0,N/A
3270.415676644,-0.139,0.045,0.99,1.831,42.48,-2.441,0.0,N/A
3270.425631694,-0.139,0.045,0.99,1.709,38.94,-2.075,0.0,N/A
3270.435672492,-0.139,0.045,0.99,1.526,33.997,-1.892,0.0,N/A
3270.446669072,-0.139,0.045,0.99,1.221,27.71,-1.526,0.0,N/A
3270.456665829,-0.139,0.045,0.99,0.916,20.386,-1.16,0.0,N/A
3270.466675128,-0.107,0.044,0.989,0.549,12.268,-0.732,0.0,N/A
3270.476692011,-0.107,0.044,0.989,0.183,3.784,-0.305,0.0,N/A
3270.486670685,-0.107,0.044,0.989,-0.122,-4.395,0.0,0.0,N/A
3270.496694567,-0.107,0.044,0.989,-0.427,-12.146,0.366,0.0,N/A
3270.506667117,-0.107,0.044,0.989,-0.732,-19.043,0.732,0.0,N/A
3270.516688082,-0.107,0.044,0.989,-1.038,-25.513,1.16,0.0,N/A
3270.526673173,-0.107,0.044,0.989,-1.221,-30.334,1.221,0.0,N/A
3270.536666139,-0.107,0.044,0.989,-1.404,-33.936,1.465,0.0,N/A
3270.547626261,-0.107,0.044,0.989,-1.526,-36.011,1.648,0.0,N/A
3270.557665018,-0.107,0.044,0.989,-1.526,-36.499,1.709,0.0,N/A
3270.567668192,-0.107,0.044,0.989,-1.526,-35.339,1.709,0.0,N/A
3270.577681866,-0.107,0.044,0.989,-1.404,-32.471,1.648,0.0,N/A
3270.587589374,-0.179,0.046,0.99,-1.282,-27.527,1.465,0.0,N/A
3270.597719714,-0.179,0.046,0.99,-0.916,-19.836,1.221,0.0,N/A
3270.608745459,-0.179,0.046,0.99,-0.549,-11.353,0.549,0.0,N/A
3270.618694967,-0.179,0.046,0.99,-0.061,-1.77,0.0,0.0,N/A
