EstS,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Temperature,FrameType
3421.203057755,0.01,0.041,0.985,-1.16,-26.123,1.648,0.0,N/A
3421.214049674,0.01,0.041,0.985,-1.709,-37.842,2.258,0.0,N/A
3421.224052563,0.01,0.041,0.985,-2.075,-46.143,2.319,0.0,N/A
3421.234051077,0.01,0.041,0.985,-2.319,-51.697,2.502,0.0,N/A
3421.245088496,0.01,0.041,0.985,-2.441,-54.565,2.563,0.0,N/A
3421.25505376,0.01,0.041,0.985,-2.441,-54.688,2.869,0.0,N/A
3421.265077356,0.01,0.041,0.985,-2.319,-51.575,2.563,0.0,N/A
3421.275399033,-0.066,0.044,1.008,-2.014,-45.044,2.197,0.0,N/A
3421.288063934,-0.066,0.044,1.008,-1.404,-31.982,1.404,0.0,N/A
3421.298023073,-0.066,0.044,1.008,-0.793,-19.409,0.732,0.0,N/A
3421.308122794,-0.066,0.044,1.008,-0.244,-5.798,0.122,0.0,N/A
3421.319109172,-0.066,0.044,1.008,0.305,7.935,-0.366,0.0,N/A
3421.329057228,-0.066,0.044,1.008,1.038,23.193,-1.16,0.0,N/A
3421.339087533,-0.066,0.044,1.008,1.648,35.522,-1.892,0.0,N/A
3421.349012256,-0.066,0.044,1.008,2.075,45.41,-2.441,0.0,N/A
3421.360151757,-0.066,0.044,1.008,2.441,52.795,-2.869,0.0,N/A
3421.370042938,-0.066,0.044,1.008,2.686,57.678,-3.174,0.0,N/A
3421.380001952,-0.066,0.044,1.008,2.747,58.716,-3.235,0.0,N/A
3421.390055465,-0.066,0.044,1.008,2.625,56.396,-3.113,0.0,N/A
3421.401373756,0.008,0.041,0.986,2.38,50.842,-2.808,0.0,N/A
3421.411027815,0.008,0.041,0.986,1.892,41.199,-2.258,0.0,N/A
3421.421004746,0.008,0.041,0.986,1.343,29.968,-1.587,0.0,N/A
3421.430975552,0.008,0.041,0.986,0.732,17.334,-0.793,0.0,N/A
3421.442061678,0.008,0.041,0.986,0.122,4.15,0.0,0.0,N/A
3421.452076817,0.008,0.041,0.986,-0.427,-10.193,0.854,0.0,N/A
3421.462368744,0.008,0.041,0.986,-0.977,-22.583,1.526,0.0,N/A
3421.472184676,0.008,0.041,0.986,-1.465,-33.752,2.014,0.0,N/A
3421.483043097,0.008,0.041,0.986,-1.892,-42.969,2.38,0.0,N/A
3421.492934362,0.008,0.041,0.986,-2.258,-50.232,2.563,0.0,N/A
3421.502962917,0.008,0.041,0.986,-2.441,-53.833,2.625,0.0,N/A
3421.513982253,0.008,0.041,0.986,-2.441,-54.688,2.625,0.0,N/A
3421.524030932,-0.069,0.044,1.007,-2.38,-52.979,2.563,0.0,N/A
3421.533962364,-0.069,0.044,1.007,-2.136,-47.852,2.319,0.0,N/A
3421.543958252,-0.069,0.044,1.007,-1.831,-40.649,1.831,0.0,N/A
3421.553992057,-0.069,0.044,1.007,-1.404,-31.616,1.343,0.0,N/A
3421.565006143,-0.069,0.044,1.007,-0.916,-21.301,0.793,0.0,N/A
3421.575066781,-0.069,0.044,1.007,-0.366,-9.155,0.122,0.0,N/A
3421.585006962,-0.069,0.044,1.007,0.122,1.404,-0.305,0.0,N/A
3421.595006643,-0.069,0.044,1.007,0.549,10.681,-0.732,0.0,N/A
3421.606010228,-0.069,0.044,1.007,0.916,18.372,-1.16,0.0,N/A
3421.6160277,-0.069,0.044,1.007,1.16,24.414,-1.404,0.0,N/A
3421.626029131,-0.069,0.044,1.007,1.282,28.015,-1.526,0.0,N/A
3421.63596027,-0.069,0.044,1.007,1.343,30.64,-1.587,0.0,N/A
3421.646958606,-0.069,0.044,1.007,1.465,33.081,-1.648,0.0,N/A
3421.656965286,-0.0,0.042,0.99,1.587,36.011,-1.648,0.0,N/A
3421.666967008,-0.0,0.042,0.99,1.709,38.635,-1.953,0.0,N/A
3421.676962022,-0.0,0.042,0.99,1.831,41.138,-2.014,0.0,N/A
3421.687062035,-0.0,0.042,0.99,1.953,43.396,-2.258,0.0,N/A
3421.697963538,-0.0,0.042,0.99,2.075,44.983,-2.441,0.0,N/A
3421.708046926,-0.0,0.042,0.99,2.014,45.471,-2.502,0.0,N/A
3421.718051565,-0.0,0.042,0.99,2.014,44.556,-2.441,0.0,N/A
3421.728998859,-0.0,0.042,0.99,1.892,41.992,-2.319,0.0,N/A
3421.739046081,-0.0,0.042,0.99,1.77,37.598,-2.014,0.0,N/A
3421.748962637,-0.0,0.042,0.99,1.465,30.762,-1.709,0.0,N/A
3421.7590504,-0.0,0.042,0.99,1.16,22.583,-1.282,0.0,N/A
3421.769001664,-0.0,0.042,0.99,0.671,12.573,-0.793,0.0,N/A
3421.780069999,-0.032,0.042,0.997,0.061,0.122,0.0,0.0,N/A
3421.790051013,-0.032,0.042,0.997,-0.488,-11.475,0.366,0.0,N/A
3421.800042819,-0.032,0.042,0.997,-1.038,-22.522,0.916,0.0,N/A
3421.809975125,-0.032,0.042,0.997,-1.404,-32.288,1.343,0.0,N/A
3421.82134854,-0.032,0.042,0.997,-1.77,-41.687,1.953,0.0,N/A
3421.83111664,-0.032,0.042,0.997,-2.136,-49.133,2.197,0.0,N/A
3421.84110407,-0.032,0.042,0.997,-2.441,-54.81,2.563,0.0,N/A
3421.852070906,-0.032,0.042,0.997,-2.625,-58.289,2.686,0.0,N/A
3421.862046962,-0.032,0.042,0.997,-2.625,-59.265,2.869,0.0,N/A
3421.872040809,-0.032,0.042,0.997,-2.563,-58.044,2.686,0.0,N/A
3421.882050989,-0.032,0.042,0.997,-2.441,-54.993,2.625,0.0,N/A
3421.893054283,-0.032,0.042,0.997,-2.197,-49.622,2.38,0.0,N/A
3421.903002631,-0.093,0.044,1.006,-1.831,-41.077,2.075,0.0,N/A
3421.912981603,-0.093,0.044,1.006,-1.343,-31.128,1.343,0.0,N/A
3421.923043991,-0.093,0.044,1.006,-0.793,-19.531,0.732,0.0,N/A
3421.934007036,-0.093,0.044,1.006,-0.244,-7.385,0.061,0.0,N/A
3421.94400205,-0.093,0.044,1.006,0.305,5.554,-0.305,0.0,N/A
3421.954043146,-0.093,0.044,1.006,0.793,16.357,-1.038,0.0,N/A
3421.96404516,-0.093,0.044,1.006,1.221,25.391,-1.465,0.0,N/A
3421.975067996,-0.093,0.044,1.006,1.526,32.166,-1.77,0.0,N/A
3421.985076718,-0.093,0.044,1.006,1.709,36.926,-1.831,0.0,N/A
3422.000925708,-0.093,0.044,1.006,1.831,38.513,-2.075,0.0,N/A
3422.009727818,-0.093,0.044,1.006,1.77,37.354,-2.014,0.0,N/A
3422.015977582,-0.093,0.044,1.006,1.587,32.898,-1.831,0.0,N/A
3422.026077886,-0.093,0.044,1.006,1.221,26.245,-1.526,0.0,N/A
3422.036956932,0.012,0.041,0.987,0.854,17.883,-1.099,0.0,N/A
3422.046999487,0.012,0.041,0.987,0.366,7.263,-0.549,0.0,N/A
3422.057039708,0.012,0.041,0.987,-0.061,-2.625,0.0,0.0,N/A
3422.067070013,0.012,0.041,0.987,-0.488,-12.024,0.427,0.0,N/A
3422.078510511,0.012,0.041,0.987,-0.854,-20.203,0.793,0.0,N/A
3422.089920676,0.012,0.041,0.987,-1.16,-27.466,1.16,0.0,N/A
3422.097948128,0.012,0.041,0.987,-1.404,-32.288,1.465,0.0,N/A
3422.108037641,0.012,0.041,0.987,-1.526,-35.156,1.526,0.0,N/A
3422.119038018,0.012,0.041,0.987,-1.587,-36.255,1.526,0.0,N/A
3422.129013782,0.012,0.041,0.987,-1.587,-35.339,1.526,0.0,N/A
3422.138973505,0.012,0.041,0.987,-1.465,-32.227,1.404,0.0,N/A
3422.148985435,0.012,0.041,0.987,-1.16,-26.794,1.16,0.0,N/A
3422.160067187,-0.037,0.043,1.007,-0.793,-19.165,0.732,0.0,N/A
3422.169981993,-0.037,0.043,1.007,-0.366,-8.85,0.305,0.0,N/A
3422.180056047,-0.037,0.043,1.007,0.0,1.221,0.0,0.0,N/A
3422.190037936,-0.037,0.043,1.007,0.427,11.963,-0.305,0.0,N/A
3422.201055522,-0.037,0.043,1.007,0.977,23.315,-0.916,0.0,N/A
3422.210941745,-0.037,0.043,1.007,1.587,35.828,-1.709,0.0,N/A
3422.221051383,-0.037,0.043,1.007,2.075,46.021,-2.319,0.0,N/A
3422.230949856,-0.037,0.043,1.007,2.502,54.688,-2.869,0.0,N/A
3422.240946328,-0.037,0.043,1.007,2.808,61.462,-3.235,0.0,N/A
3422.252033621,-0.037,0.043,1.007,3.052,66.101,-3.296,0.0,N/A
3422.262035635,-0.037,0.043,1.007,3.113,67.81,-3.662,0.0,N/A
3422.27204144,-0.037,0.043,1.007,3.052,66.711,-3.601,0.0,N/A
3422.283068067,-0.037,0.043,1.007,2.869,62.622,-3.296,0.0,N/A
3422.29306279,0.016,0.041,0.986,2.563,54.81,-2.502,0.0,N/A
3422.302995387,0.016,0.041,0.986,2.136,45.166,-2.014,0.0,N/A
3422.31294986,0.016,0.041,0.986,1.587,33.813,-1.404,0.0,N/A
3422.323956071,0.016,0.041,0.986,0.977,21.057,-0.793,0.0,N/A
3422.333951084,0.016,0.041,0.986,0.305,6.165,0.0,0.0,N/A
3422.343968265,0.016,0.041,0.986,-0.305,-7.69,0.366,0.0,N/A
3422.35395832,0.016,0.041,0.986,-0.916,-21.423,0.977,0.0,N/A
3422.36501528,0.016,0.041,0.986,-1.526,-34.546,1.587,0.0,N/A
3422.375038294,0.016,0.041,0.986,-2.075,-46.936,2.136,0.0,N/A
3422.385321471,0.016,0.041,0.986,-2.441,-56.091,2.563,0.0,N/A
3422.396933467,0.016,0.041,0.986,-2.869,-64.514,3.052,0.0,N/A
3422.406987397,0.016,0.041,0.986,-3.052,-68.665,3.357,0.0,N/A
3422.417968816,-0.1,0.045,1.007,-3.113,-69.702,3.296,0.0,N/A
3422.427973163,-0.1,0.045,1.007,-2.991,-67.749,3.357,0.0,N/A
3422.437970802,-0.1,0.045,1.007,-2.869,-63.599,3.052,0.0,N/A
3422.447915941,-0.1,0.045,1.007,-2.563,-56.824,2.747,0.0,N/A
3422.459015484,-0.1,0.045,1.007,-2.075,-47.302,2.136,0.0,N/A
3422.468927957,-0.1,0.045,1.007,-1.343,-33.813,1.404,0.0,N/A
3422.479013387,-0.1,0.045,1.007,-0.732,-19.836,0.427,0.0,N/A
3422.488971359,-0.1,0.045,1.007,-0.183,-5.737,0.0,0.0,N/A
3422.499956862,-0.1,0.045,1.007,0.305,7.507,-0.488,0.0,N/A
3422.509955375,-0.1,0.045,1.007,0.854,20.386,-0.916,0.0,N/A
3422.519952139,-0.1,0.045,1.007,1.404,30.151,-1.648,0.0,N/A
3422.530002569,-0.1,0.045,1.007,1.77,37.292,-2.014,0.0,N/A
3422.53994975,-0.018,0.042,0.991,1.953,41.565,-2.197,0.0,N/A
3422.550898795,-0.018,0.042,0.991,2.014,43.03,-2.258,0.0,N/A
3422.566356956,-0.018,0.042,0.991,1.892,39.307,-2.136,0.0,N/A
3422.576016265,-0.018,0.042,0.991,1.587,33.081,-1.953,0.0,N/A
3422.586969977,-0.018,0.042,0.991,1.16,24.475,-1.587,0.0,N/A
3422.596952449,-0.018,0.042,0.991,0.61,13.123,-1.038,0.0,N/A
3422.606951254,-0.018,0.042,0.991,0.061,2.197,-0.488,0.0,N/A
3422.616949185,-0.018,0.042,0.991,-0.366,-8.362,0.061,0.0,N/A
3422.62797727,-0.018,0.042,0.991,-0.793,-17.578,0.61,0.0,N/A
3422.637998825,-0.018,0.042,0.991,-1.16,-25.574,1.221,0.0,N/A
3422.647997631,-0.018,0.042,0.991,-1.404,-30.64,1.343,0.0,N/A
3422.657977478,-0.018,0.042,0.991,-1.526,-33.203,1.526,0.0,N/A
3422.668028199,-0.019,0.042,1.0,-1.526,-32.593,1.526,0.0,N/A
3422.679017785,-0.019,0.042,1.0,-1.343,-29.053,1.16,0.0,N/A
3422.688950383,-0.019,0.042,1.0,-1.038,-22.583,0.854,0.0,N/A
3422.699021229,-0.019,0.042,1.0,-0.671,-14.771,0.488,0.0,N/A
3422.71000819,-0.019,0.042,1.0,-0.244,-5.371,0.061,0.0,N/A
3422.719991538,-0.019,0.042,1.0,0.244,6.165,-0.244,0.0,N/A
3422.730035259,-0.019,0.042,1.0,0.732,16.907,-0.977,0.0,N/A
3422.739997898,-0.019,0.042,1.0,1.221,26.978,-1.526,0.0,N/A
3422.75094461,-0.019,0.042,1.0,1.648,35.767,-2.014,0.0,N/A
3422.760958582,-0.019,0.042,1.0,1.953,43.396,-2.136,0.0,N/A
3422.771042261,-0.019,0.042,1.0,2.197,48.035,-2.563,0.0,N/A
3422.781048066,-0.019,0.042,1.0,2.319,50.11,-2.686,0.0,N/A
3422.792033861,-0.005,0.042,0.993,2.319,49.316,-2.625,0.0,N/A
3422.802032666,-0.005,0.042,0.993,2.075,45.227,-2.258,0.0,N/A
3422.812036138,-0.005,0.042,0.993,1.77,38.757,-2.075,0.0,N/A
3422.822033194,-0.005,0.042,0.993,1.343,30.151,-1.648,0.0,N/A
3422.833059238,-0.005,0.042,0.993,0.916,19.836,-1.099,0.0,N/A
3422.842992419,-0.005,0.042,0.993,0.366,7.263,-0.366,0.0,N/A
3422.852945141,-0.005,0.042,0.993,-0.122,-5.066,0.0,0.0,N/A
3422.862993529,-0.005,0.042,0.993,-0.671,-18.005,0.61,0.0,N/A
3422.874050198,-0.005,0.042,0.993,-1.282,-31.128,1.221,0.0,N/A
3422.883950713,-0.005,0.042,0.993,-1.953,-45.044,1.953,0.0,N/A
3422.893898769,-0.005,0.042,0.993,-2.502,-56.396,2.563,0.0,N/A
3422.90394949,-0.005,0.042,0.993,-2.93,-65.674,2.991,0.0,N/A
3422.913942754,-0.005,0.042,0.993,-3.235,-72.754,3.357,0.0,N/A
3422.925002339,-0.069,0.044,1.007,-3.479,-77.515,3.662,0.0,N/A
3422.935012811,-0.069,0.044,1.007,-3.418,-78.369,3.479,0.0,N/A
3422.945018325,-0.069,0.044,1.007,-2.991,-73.364,2.869,0.0,N/A
3422.955993328,-0.069,0.044,1.007,-2.319,-63.416,2.319,0.0,N/A
3422.966012258,-0.069,0.044,1.007,-1.221,-49.255,1.648,0.0,N/A
3422.976018646,-0.069,0.044,1.007,-0.305,-30.029,0.854,0.0,N/A
3422.985949786,-0.069,0.044,1.007,-0.061,-9.827,0.488,0.0,N/A
3422.995999341,-0.069,0.044,1.007,-0.061,11.108,0.305,0.0,N/A
3423.006944594,-0.069,0.044,1.007,0.427,30.334,0.0,0.0,N/A
3423.016950982,-0.069,0.044,1.007,1.221,47.546,-0.916,0.0,N/A
3423.026948038,-0.069,0.044,1.007,2.136,60.303,-1.892,0.0,N/A
3423.036945677,-0.069,0.044,1.007,2.991,71.228,-3.052,0.0,N/A
3423.04801197,0.013,0.041,0.986,3.601,79.895,-4.089,0.0,N/A
3423.057955359,0.013,0.041,0.986,3.906,85.266,-4.395,0.0,N/A
3423.067991789,0.013,0.041,0.986,3.967,87.28,-4.456,0.0,N/A
3423.077967845,0.013,0.041,0.986,3.967,87.402,-4.639,0.0,N/A
3423.088997972,0.013,0.041,0.986,3.906,84.656,-4.578,0.0,N/A
3423.098954195,0.013,0.041,0.986,3.601,77.759,-4.089,0.0,N/A
3423.108944834,0.013,0.041,0.986,3.235,68.848,-3.601,0.0,N/A
3423.118998472,0.013,0.041,0.986,2.686,57.739,-3.052,0.0,N/A
3423.129986016,0.013,0.041,0.986,2.075,44.983,-2.441,0.0,N/A
3423.139948072,0.013,0.041,0.986,1.343,29.785,-1.648,0.0,N/A
3423.149946294,0.013,0.041,0.986,0.671,15.442,-0.916,0.0,N/A
3423.160942296,0.013,0.041,0.986,0.061,1.282,-0.183,0.0,N/A
3423.170948685,0.013,0.041,0.986,-0.427,-12.207,0.366,0.0,N/A
3423.181044323,-0.035,0.043,0.995,-1.099,-26.062,1.099,0.0,N/A
3423.190989754,-0.035,0.043,0.995,-1.648,-37.415,1.709,0.0,N/A
3423.200985351,-0.035,0.043,0.995,-2.136,-46.875,2.197,0.0,N/A
3423.212051936,-0.035,0.043,0.995,-2.441,-53.894,2.502,0.0,N/A
3423.222031783,-0.035,0.043,0.995,-2.625,-58.96,2.686,0.0,N/A
3423.23238846,-0.035,0.043,0.995,-2.686,-61.584,2.808,0.0,N/A
3423.248282949,-0.035,0.043,0.995,-2.747,-62.378,2.93,0.0,N/A
3423.254678253,-0.035,0.043,0.995,-2.747,-61.035,2.808,0.0,N/A
3423.2639549,-0.035,0.043,0.995,-2.563,-57.739,2.625,0.0,N/A
3423.274994652,-0.035,0.043,0.995,-2.38,-53.711,2.441,0.0,N/A
3423.285062582,-0.035,0.043,0.995,-2.136,-48.767,2.258,0.0,N/A
3423.29497418,-0.035,0.043,0.995,-1.892,-42.114,1.953,0.0,N/A
3423.305027234,-0.114,0.044,1.004,-1.526,-34.668,1.648,0.0,N/A
3423.315030998,-0.114,0.044,1.004,-1.099,-25.818,1.16,0.0,N/A
3423.326029626,-0.114,0.044,1.004,-0.671,-15.869,0.671,0.0,N/A
3423.335983806,-0.114,0.044,1.004,-0.122,-4.639,0.061,0.0,N/A
3423.348036797,-0.114,0.044,1.004,0.244,5.249,-0.427,0.0,N/A
3423.357936729,-0.114,0.044,1.004,0.732,15.198,-0.916,0.0,N/A
3423.367063877,-0.114,0.044,1.004,1.099,22.644,-1.282,0.0,N/A
3423.377355304,-0.114,0.044,1.004,1.343,28.625,-1.648,0.0,N/A
3423.388163642,-0.114,0.044,1.004,1.526,32.837,-1.892,0.0,N/A
3423.398001908,-0.114,0.044,1.004,1.648,34.851,-2.014,0.0,N/A
3423.408041838,-0.114,0.044,1.004,1.587,33.752,-1.892,0.0,N/A
3423.418052893,-0.114,0.044,1.004,1.404,29.846,-1.648,0.0,N/A
3423.428982396,0.006,0.041,0.988,1.16,23.56,-1.343,0.0,N/A
3423.438947077,0.006,0.041,0.988,0.732,14.832,-0.916,0.0,N/A
3423.448997799,0.006,0.041,0.988,0.305,6.042,-0.427,0.0,N/A
3423.459943343,0.006,0.041,0.988,-0.061,-2.563,0.0,0.0,N/A
3423.469989107,0.006,0.041,0.988,-0.488,-11.292,0.549,0.0,N/A
3423.480001329,0.006,0.041,0.988,-0.793,-18.127,0.671,0.0,N/A
3423.489940926,0.006,0.041,0.988,-1.038,-23.865,0.977,0.0,N/A
3423.500016731,0.006,0.041,0.988,-1.221,-28.442,1.282,0.0,N/A
3423.511004567,0.006,0.041,0.988,-1.404,-31.555,1.465,0.0,N/A
3423.521016789,0.006,0.041,0.988,-1.465,-32.837,1.465,0.0,N/A
3423.530982053,0.006,0.041,0.988,-1.404,-31.86,1.404,0.0,N/A
3423.542053013,0.006,0.041,0.988,-1.282,-28.992,1.282,0.0,N/A
3423.55203111,0.006,0.041,0.988,-1.038,-23.682,1.038,0.0,N/A
3423.562070165,-0.038,0.043,1.006,-0.732,-17.273,0.732,0.0,N/A
3423.572047387,-0.038,0.043,1.006,-0.427,-9.583,0.366,0.0,N/A
3423.583050973,-0.038,0.043,1.006,0.0,-0.793,0.0,0.0,N/A
3423.593023237,-0.038,0.043,1.006,0.427,9.583,-0.488,0.0,N/A
3423.603058501,-0.038,0.043,1.006,0.854,19.226,-0.916,0.0,N/A
3423.613023181,-0.038,0.043,1.006,1.282,28.442,-1.404,0.0,N/A
3423.624022976,-0.038,0.043,1.006,1.648,37.109,-1.831,0.0,N/A
3423.634664607,-0.038,0.043,1.006,2.075,45.898,-2.136,0.0,N/A
3423.645973856,-0.038,0.043,1.006,2.38,52.917,-2.625,0.0,N/A
3423.653993725,-0.038,0.043,1.006,2.625,58.777,-2.869,0.0,N/A
3423.665026477,-0.038,0.043,1.006,2.869,63.904,-3.174,0.0,N/A
3423.675048324,-0.038,0.043,1.006,3.113,68.115,-3.54,0.0,N/A
3423.684943881,0.012,0.041,0.988,3.235,70.679,-3.723,0.0,N/A
3423.695048852,0.012,0.041,0.988,3.296,70.862,-3.662,0.0,N/A
3423.70505699,0.012,0.041,0.988,3.235,69.336,-3.601,0.0,N/A
3423.716029368,0.012,0.041,0.988,3.052,65.796,-3.54,0.0,N/A
3423.72602409,0.012,0.041,0.988,2.686,58.96,-3.174,0.0,N/A
3423.736021729,0.012,0.041,0.988,2.258,50.537,-2.625,0.0,N/A
3423.746023451,0.012,0.041,0.988,1.831,40.71,-2.136,0.0,N/A
3423.757027328,0.012,0.041,0.988,1.343,28.259,-1.404,0.0,N/A
3423.767048884,0.012,0.041,0.988,0.732,15.503,-0.977,0.0,N/A
3423.783117788,0.012,0.041,0.988,0.122,1.953,-0.305,0.0,N/A
3423.790085336,0.012,0.041,0.988,-0.488,-13.367,0.366,0.0,N/A
3423.799990517,0.012,0.041,0.988,-1.221,-29.968,1.343,0.0,N/A
3423.810044155,-0.102,0.044,0.999,-1.77,-43.152,1.77,0.0,N/A
3423.820054919,-0.102,0.044,0.999,-2.319,-55.786,2.441,0.0,N/A
3423.830044099,-0.102,0.044,0.999,-2.93,-67.505,3.052,0.0,N/A
3423.846076546,-0.102,0.044,0.999,-3.662,-83.13,3.723,0.0,N/A
3423.856068643,-0.102,0.044,0.999,-3.967,-90.942,4.089,0.0,N/A
3423.867022646,-0.102,0.044,0.999,-4.333,-97.29,4.517,0.0,N/A
3423.877026701,-0.102,0.044,0.999,-4.517,-101.685,4.944,0.0,N/A
3423.886975049,-0.102,0.044,0.999,-4.578,-103.21,4.822,0.0,N/A
3423.897282726,-0.102,0.044,0.999,-4.395,-102.173,4.761,0.0,N/A
3423.909637005,-0.102,0.044,0.999,-3.662,-94.849,4.028,0.0,N/A
3423.917977704,-0.102,0.044,0.999,-2.258,-83.496,3.113,0.0,N/A
3423.928043883,-0.102,0.044,0.999,-0.854,-70.312,2.258,0.0,N/A
3423.939095594,-0.116,0.044,1.007,0.0,-55.481,1.77,0.0,N/A
3423.949040441,-0.116,0.044,1.007,0.244,-36.316,1.404,0.0,N/A
3423.959021455,-0.116,0.044,1.007,0.244,-16.846,0.61,0.0,N/A
3423.969385715,-0.116,0.044,1.007,0.061,3.296,-0.183,0.0,N/A
3423.980082762,-0.116,0.044,1.007,-0.122,23.01,-0.854,0.0,N/A
3423.990065526,-0.116,0.044,1.007,-0.366,41.748,-1.282,0.0,N/A
3424.000103998,-0.116,0.044,1.007,0.366,59.937,-1.709,0.0,N/A
3424.010162886,-0.116,0.044,1.007,1.404,71.96,-2.258,0.0,N/A
3424.020072442,-0.116,0.044,1.007,2.625,81.299,-2.869,0.0,N/A
3424.031033445,-0.116,0.044,1.007,3.54,89.417,-3.723,0.0,N/A
3424.040988501,-0.116,0.044,1.007,4.272,96.252,-4.7,0.0,N/A
3424.050984098,-0.116,0.044,1.007,4.456,99.182,-5.005,0.0,N/A
3424.062034642,0.073,0.041,0.964,4.517,99.548,-5.066,0.0,N/A
3424.073354683,0.073,0.041,0.964,4.517,97.839,-5.127,0.0,N/A
3424.083124824,0.073,0.041,0.964,4.272,93.018,-4.7,0.0,N/A
