timestamp,message_type,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,rc1_raw,rc2_raw,rc3_raw,rc4_raw,rc5_raw,rc6_raw,rc7_raw,rc8_raw,rc9_raw,rc10_raw,rc11_raw,rc12_raw,rc13_raw,rc14_raw,rc15_raw,rc16_raw,rc17_raw,rc18_raw,rssi
2025-03-31 14:10:34.932748,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:34.933058,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 14:10:35.457557,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:35.459783,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 14:10:35.931262,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:35.933672,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 14:10:36.457249,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:36.459721,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 14:10:36.931009,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:36.933682,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 14:10:37.435455,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 14:10:37.438647,RC_CHANNELS,,,,,,,,,1500,1500,1498,1498,1500,1502,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
