timestamp,message_type,servo1_raw,servo2_raw,servo3_raw,servo4_raw,servo5_raw,servo6_raw,servo7_raw,servo8_raw,rc1_raw,rc2_raw,rc3_raw,rc4_raw,rc5_raw,rc6_raw,rc7_raw,rc8_raw,rc9_raw,rc10_raw,rc11_raw,rc12_raw,rc13_raw,rc14_raw,rc15_raw,rc16_raw,rc17_raw,rc18_raw,rssi
2025-03-31 15:41:56.680698,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:56.683839,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:57.179397,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:57.183456,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:57.693312,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:57.695752,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:58.180291,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:58.183769,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:58.699662,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:58.699922,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:59.178985,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:59.182917,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:41:59.683694,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:41:59.689463,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:00.179285,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:00.182910,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:00.684237,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:00.689269,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:01.179497,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:01.183493,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:01.680405,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:01.685387,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:02.178910,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:02.182655,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:02.690500,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:02.697820,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:03.179882,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:03.183285,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:03.679266,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:03.682782,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:04.179810,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:04.183279,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:04.679859,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:04.683306,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:05.181265,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:05.183800,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:05.679257,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:05.683293,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:06.179693,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:06.183170,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:06.679173,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:06.684015,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:07.180350,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:07.182723,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:07.695341,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:07.697858,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:08.178746,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:08.182379,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:08.678832,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:08.682600,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:09.180375,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:09.185529,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:09.679393,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:09.682962,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:10.179905,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:10.185193,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:10.679509,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:10.683489,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:11.178793,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:11.183883,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:11.679300,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:11.682835,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:12.179269,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:12.183058,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:12.682015,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:12.687117,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:13.179911,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:13.183393,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:13.679364,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:13.683040,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:14.179014,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:14.182609,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:14.693646,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:14.698774,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:15.178962,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:15.182619,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:15.679859,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:15.682659,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:16.178652,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:16.184126,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:16.679394,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:16.682916,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:17.180742,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
2025-03-31 15:42:17.188391,RC_CHANNELS,,,,,,,,,1500,1500,1500,1498,1496,1503,1500,1500,1100,1100,1100,0,0,0,0,0,0,0,0
2025-03-31 15:42:17.679626,SERVO_OUTPUT_RAW,1500,1500,1500,1500,1500,1500,1500,1500,,,,,,,,,,,,,,,,,,,
